id,total_ima,ima_high_avg,ima_high_total,ima_medium_total,ima_low_total,ima_per_min,ima_accel_high,ima_acel_medium,ima_acel_low,ima_decel_high,ima_decel_medium,ima_decel_low,total_player_load,average_player_load,peak_player_load,player_load_per_minute,total_jumps,jumps_avg,jumps_per_minute,high_intensity_jumps,med_intesnity_jumps,low_intensity_jumps,rhie_bout_recovery_max,rhie_bout_recovery_min,rhie_bout_recovery_mean,rhie_effort_per_bout,rhie_effort_per_bout_max,rhie_effort_recovery_min,rhie_effort_recovery_mean,rhie_total_bouts,rhie_efforts_per_bout_min,injury
16,841,74,74,161,606,8,10,20,59,30,41,109,642,58,5,6,86,86,1,29,37,20,334,0,117,6,13,0,2,24,0,0
17,778,33,33,115,630,11,5,12,43,11,19,88,417,52,4,6,79,79,1,14,48,17,356,0,115,4,6,0,1,18,0,0
18,592,43,43,124,425,6,3,13,52,22,30,102,539,60,6,6,72,72,1,43,16,13,429,0,120,5,10,0,1,24,0,0
19,1019,87,87,214,718,10,19,21,88,21,38,123,695,116,5,7,115,115,1,43,43,29,371,0,112,5,12,0,2,38,0,0
20,740,49,49,131,560,7,11,14,61,12,30,122,605,43,4,6,118,118,1,57,43,18,907,0,151,5,16,0,2,27,0,0
21,799,61,61,145,593,8,12,18,59,18,32,106,526,35,4,5,94,94,1,23,42,29,457,0,139,5,8,0,2,21,0,0
22,647,35,35,129,483,5,7,16,59,8,34,77,569,569,5,5,64,64,1,24,14,26,2642,31,336,5,13,0,3,18,3,0
23,896,65,65,160,671,8,12,11,54,15,40,110,564,47,4,5,86,86,1,26,21,39,668,0,150,4,8,0,1,27,0,0
24,753,76,76,134,543,2,25,13,86,15,34,120,615,615,5,2,84,84,0,33,32,19,14635,23,595,5,18,0,3,31,3,0
25,715,42,42,143,530,6,6,16,57,13,48,111,598,75,4,5,163,163,1,51,92,20,785,0,198,5,8,0,3,23,0,0
26,1001,88,88,197,716,9,9,21,70,31,47,150,650,59,5,6,140,140,1,66,45,29,328,0,109,5,11,0,3,43,0,0
27,782,73,73,152,557,8,6,14,60,22,33,96,510,46,5,5,91,91,1,40,21,30,227,0,92,5,10,0,1,32,0,0
28,1033,47,93,200,740,8,19,19,71,32,41,149,658,51,5,5,129,65,1,47,59,23,389,0,88,5,10,0,2,41,0,0
29,895,65,65,179,651,10,9,23,74,20,50,128,590,59,4,6,75,75,1,43,12,20,569,0,98,4,9,0,2,37,0,0
30,1517,142,142,296,1079,9,18,20,103,48,70,206,940,52,6,6,162,162,1,109,17,36,315,0,94,6,39,0,3,62,0,0
31,1266,75,75,239,952,8,6,26,87,20,50,159,765,48,5,5,112,112,1,47,30,35,770,0,160,4,10,0,1,38,0,0
32,1220,109,109,236,875,9,12,28,73,37,61,161,803,80,4,6,124,124,1,71,22,31,524,0,126,5,16,0,2,41,0,0
33,396,29,29,78,289,5,3,4,29,16,18,61,333,48,4,4,50,50,1,25,7,18,848,0,178,4,7,0,1,17,0,0
34,932,64,64,175,693,6,9,14,71,26,45,163,648,54,5,4,130,130,1,40,43,47,663,0,137,5,11,0,2,30,0,0
35,496,33,33,93,370,6,4,10,39,13,27,77,452,65,4,5,67,67,1,44,12,11,980,0,218,4,15,0,3,17,0,0
36,1445,72,72,249,1124,8,13,18,101,27,76,196,955,64,4,5,261,261,1,65,130,66,567,0,142,5,12,0,2,40,0,0
37,1237,95,95,248,894,9,18,19,103,27,60,175,874,97,6,7,163,163,1,42,82,39,474,0,133,6,16,0,2,42,0,0
38,914,87,87,167,660,8,14,12,75,27,34,107,692,58,8,6,137,137,1,26,70,41,362,0,89,5,15,0,1,36,0,0
39,1199,100,100,234,865,8,10,22,82,27,56,175,746,47,5,5,99,99,1,44,22,33,265,0,97,5,11,0,1,44,0,0
40,1230,104,104,222,904,9,18,13,94,28,57,165,817,43,5,6,205,205,2,36,126,43,617,0,96,5,13,0,2,36,0,0
41,1104,61,61,176,867,9,21,53,151,6,22,96,792,47,4,6,188,188,1,88,71,29,395,0,87,5,11,0,2,41,0,0
42,953,76,76,164,713,8,9,31,88,23,33,155,774,111,6,7,137,137,1,41,80,16,1160,0,157,6,18,0,3,36,0,0
43,2483,109,218,517,1748,7,33,40,224,53,120,347,1784,137,9,5,390,195,1,81,257,52,1650,0,116,6,13,0,2,97,0,0
44,1077,70,70,182,825,7,10,24,106,23,36,155,814,54,4,5,153,153,1,77,38,38,653,0,165,4,9,0,2,37,0,0
45,1207,75,75,208,924,9,14,22,109,27,51,159,702,54,5,5,160,160,1,44,89,27,1287,0,156,5,12,0,2,36,0,0
46,880,49,49,134,697,6,1,9,68,16,32,120,697,54,4,5,144,144,1,55,70,19,1292,0,196,4,8,0,1,28,0,0
47,1581,115,115,303,1163,8,10,43,112,43,73,202,992,124,5,5,135,135,1,50,40,45,696,0,194,6,16,0,2,48,0,0
48,1016,83,83,172,761,8,17,24,80,24,46,120,714,51,5,6,168,168,1,100,26,42,437,0,110,6,46,0,3,36,0,0
49,1071,74,74,200,797,9,4,17,79,24,48,138,719,51,7,6,123,123,1,43,39,41,439,0,133,5,9,0,2,36,0,0
50,1340,108,108,228,1004,9,24,28,136,36,66,195,894,64,4,6,185,185,1,118,44,23,554,0,96,6,39,0,2,55,0,0
51,799,36,36,136,627,6,5,12,71,15,52,123,667,39,4,5,161,161,1,95,49,17,502,0,106,4,10,0,3,30,0,0
52,1134,95,95,200,839,8,16,22,76,33,50,171,859,66,5,6,147,147,1,82,27,38,1081,0,195,8,22,0,1,31,0,0
53,1176,86,86,232,858,11,9,29,108,21,52,184,846,60,5,8,206,206,2,67,109,30,688,0,104,5,22,0,2,39,0,0
54,1325,69,69,211,1045,8,7,14,55,16,44,132,765,77,4,5,129,129,1,12,69,48,440,0,157,5,9,0,2,29,0,0
55,1268,77,77,231,960,9,19,30,96,22,38,170,821,55,5,6,114,114,1,43,33,38,1633,0,169,5,11,0,1,36,0,0
56,914,36,36,138,740,7,1,11,92,13,23,140,686,40,4,5,145,145,1,83,48,14,477,0,151,5,16,0,0,18,0,0
57,1138,89,89,216,833,7,6,24,99,28,54,171,911,70,5,6,145,145,1,58,50,37,1121,0,179,5,18,0,2,37,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,778,50,50,138,590,5,5,6,49,17,39,106,654,33,4,5,84,84,1,53,12,19,837,0,149,4,9,0,1,28,0,0
60,1178,73,73,209,896,7,5,19,94,24,71,190,1036,80,9,6,223,223,1,104,96,23,1086,21,199,7,41,0,2,34,3,0
61,618,71,71,116,431,8,14,17,59,23,42,110,473,79,4,6,196,196,3,84,100,12,605,22,152,7,47,0,2,23,3,0
62,1427,63,125,226,1076,6,19,22,84,37,67,218,1219,72,5,5,222,111,1,79,104,39,1218,0,161,5,14,0,2,49,0,0
63,847,57,57,122,668,6,9,13,59,14,35,144,650,54,5,5,137,137,1,62,44,31,936,0,197,4,10,0,2,28,0,0
64,847,52,52,130,665,6,4,13,54,29,30,149,739,46,4,5,151,151,1,76,52,23,553,0,151,4,9,0,3,34,0,0
65,952,35,70,141,741,5,7,13,88,25,35,176,790,46,5,4,199,100,1,79,77,43,679,0,130,5,13,0,2,34,0,0
66,1141,93,93,215,833,8,7,17,77,31,69,200,941,78,4,6,162,162,1,87,51,24,878,0,152,6,19,0,2,38,0,0
67,838,49,49,124,665,7,8,14,83,16,31,129,656,41,5,5,125,125,1,62,41,22,547,0,113,5,8,0,2,24,0,0
68,1199,91,91,211,897,7,11,26,87,30,62,189,1018,78,5,6,247,247,1,119,100,28,1129,0,172,7,31,0,3,36,0,0
69,884,49,49,141,694,6,4,16,66,19,41,145,823,55,4,5,153,153,1,76,64,13,622,0,178,4,7,0,2,25,0,0
70,1126,74,74,189,863,7,14,23,87,23,57,188,963,74,9,6,261,261,2,133,114,14,1036,0,179,7,37,0,3,40,0,0
71,867,56,56,134,677,8,4,7,60,20,46,137,647,54,4,6,207,207,2,112,66,29,609,0,139,6,28,0,3,29,0,0
72,929,43,43,161,725,7,7,21,68,15,42,133,694,58,4,6,151,151,1,70,56,25,352,0,133,4,8,0,1,28,0,0
73,820,41,41,135,644,7,6,11,60,20,42,129,579,39,4,5,143,143,1,105,18,20,722,0,193,5,27,0,1,21,0,0
74,1204,83,83,220,901,7,8,27,92,28,73,199,1067,82,7,6,246,246,1,157,63,26,1055,0,162,8,42,0,2,41,0,0
75,932,47,47,158,727,7,13,16,84,8,41,136,751,54,5,6,196,196,2,93,81,22,1640,0,161,6,16,0,3,24,0,0
76,652,35,35,113,504,6,4,17,65,13,32,128,597,50,4,6,238,238,2,124,102,12,805,0,110,8,37,0,5,25,0,0
77,1053,61,61,163,829,7,12,19,90,19,45,162,892,52,6,6,240,240,2,162,57,21,1163,0,122,5,32,0,3,42,0,0
78,762,39,39,108,615,6,6,7,56,13,40,111,656,36,4,5,142,142,1,88,40,14,1810,0,207,6,26,0,1,19,0,0
79,1111,54,54,204,853,6,6,17,80,15,76,183,938,72,6,5,219,219,1,140,57,22,1166,0,208,8,44,0,4,30,0,0
80,876,61,61,157,658,7,9,18,71,22,37,156,722,36,5,6,156,156,1,85,45,26,282,0,119,6,13,0,2,20,0,0
81,1311,106,106,236,969,8,13,25,120,38,81,218,1029,79,5,6,235,235,1,122,78,35,840,0,135,7,21,0,2,46,0,0
82,489,21,21,76,392,4,5,8,41,8,35,100,487,81,5,4,116,116,1,38,69,9,847,0,375,3,5,0,2,7,0,0
83,724,50,50,119,555,8,6,13,44,24,28,117,501,31,4,5,58,58,1,32,10,16,534,0,97,4,11,0,1,23,0,0
84,687,15,30,113,544,5,6,17,66,15,44,131,773,86,5,5,257,129,2,175,71,11,1110,0,213,7,19,0,3,22,0,0
85,918,56,56,168,694,8,4,9,74,25,48,140,726,48,4,6,205,205,2,97,81,27,420,0,90,5,19,0,2,30,0,0
86,875,41,41,169,665,5,4,8,56,14,49,169,806,62,4,5,216,216,1,159,38,19,1184,0,190,7,42,0,6,29,0,0
87,692,35,35,104,553,6,6,15,77,5,16,111,610,87,4,5,180,180,2,64,102,14,1103,0,224,5,12,0,4,20,0,0
88,1268,80,80,237,951,7,16,29,104,26,66,205,1090,84,7,6,226,226,1,140,50,36,1074,0,206,7,57,0,4,32,0,0
89,1138,78,78,207,853,7,8,8,89,31,66,188,914,61,5,6,199,199,1,100,76,23,736,0,144,5,12,0,3,37,0,0
90,1109,40,80,206,823,7,8,17,105,33,59,194,889,47,4,6,288,144,2,188,67,33,461,0,127,7,28,0,3,41,0,0
91,1030,78,78,190,762,6,9,22,85,22,58,163,911,70,6,5,139,139,1,55,60,24,959,0,170,6,12,0,2,29,0,0
92,391,18,18,64,309,3,2,4,22,7,13,61,382,55,3,3,80,80,1,37,29,14,722,0,261,5,12,0,5,8,0,0
93,910,48,48,150,712,8,7,10,46,14,45,144,658,47,3,5,136,136,1,40,74,22,1184,0,197,4,7,0,1,21,0,0
94,1601,61,121,298,1182,7,20,30,107,33,99,274,1378,66,7,6,373,187,2,207,129,37,1194,0,135,6,24,0,3,60,0,0
95,953,101,101,213,639,10,26,30,68,25,59,151,642,71,6,7,131,131,1,66,41,24,236,0,81,6,19,0,2,38,0,0
96,1325,110,110,261,954,8,18,21,124,36,81,230,1009,63,5,6,198,198,1,113,54,31,603,0,110,7,37,0,3,46,0,0
97,1196,96,96,219,881,8,11,18,76,31,58,173,838,52,5,5,173,173,1,90,60,23,644,0,108,6,30,0,2,47,0,0
98,991,56,56,169,766,7,5,18,79,25,39,165,797,50,4,6,172,172,1,76,59,37,597,0,150,5,11,0,1,22,0,0
99,1183,105,105,209,869,7,20,18,81,35,65,201,987,76,6,6,160,160,1,74,59,27,1158,21,167,6,21,0,2,35,3,0
100,490,34,34,88,368,6,3,10,40,10,33,97,441,63,4,6,209,209,3,168,31,10,283,0,86,10,31,0,3,21,0,0
101,1169,95,95,232,842,7,17,18,85,35,65,183,919,71,5,6,153,153,1,80,47,26,1238,0,183,6,25,0,1,31,0,0
102,807,44,44,144,619,8,7,10,64,17,29,134,645,50,4,6,143,143,1,51,68,24,817,0,105,4,9,0,2,30,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1748,60,120,344,1284,8,18,36,138,39,106,289,1399,74,10,6,343,172,1,198,103,42,779,0,139,6,26,0,2,58,0,0
105,737,53,53,107,577,6,2,9,66,16,28,137,616,39,5,5,105,105,1,43,47,15,854,0,149,4,16,0,2,26,0,0
106,1356,47,94,275,987,6,13,23,122,28,79,222,1213,61,7,5,222,111,1,102,87,33,1291,0,162,5,18,0,2,47,0,0
107,989,75,75,207,707,8,10,16,86,23,63,150,661,47,7,5,108,108,1,51,25,32,380,0,96,5,12,0,2,34,0,0
108,1210,115,115,244,851,8,16,26,97,38,66,194,734,61,4,5,131,131,1,76,15,40,639,0,100,6,17,0,2,49,0,0
109,953,75,75,173,705,6,10,23,87,26,42,154,766,48,4,5,86,86,1,45,24,17,796,0,150,5,13,0,2,34,0,0
110,826,61,61,163,602,6,6,14,65,13,41,125,690,38,5,5,89,89,1,42,30,17,591,0,138,5,10,0,1,28,0,0
111,1161,104,104,225,832,7,11,21,105,42,75,175,972,75,5,6,146,146,1,57,64,25,1074,0,181,7,20,0,2,39,0,0
112,898,55,55,166,677,6,5,27,117,23,44,173,711,47,4,5,159,159,1,107,37,15,907,0,132,6,24,0,3,35,0,0
113,962,58,58,186,718,6,7,16,81,17,61,169,824,59,4,6,180,180,1,126,28,26,1034,0,138,5,18,0,3,37,0,0
114,1202,113,113,222,867,7,13,18,93,34,69,199,1128,87,7,6,220,220,1,139,50,31,1543,21,152,7,31,0,3,52,3,0
115,892,55,55,153,684,7,1,18,61,21,36,162,721,45,4,5,182,182,1,97,68,17,793,0,137,5,19,0,2,32,0,0
116,1235,101,101,277,857,7,9,26,106,37,81,170,1060,82,6,6,196,196,1,97,67,32,1029,0,161,6,17,0,2,46,0,0
117,793,46,46,149,598,6,1,9,83,26,58,162,659,47,5,5,260,260,2,176,65,19,888,0,156,7,66,0,1,27,0,0
118,439,11,22,80,337,4,2,8,47,14,41,100,497,62,4,5,305,153,3,217,80,8,1102,0,180,10,30,0,3,20,0,0
119,718,43,43,140,535,7,2,13,51,21,50,142,632,57,4,6,168,168,2,110,47,11,492,0,93,5,11,0,2,37,0,0
120,987,75,75,178,734,8,3,15,73,42,71,164,778,60,4,6,185,185,1,132,32,21,1329,0,128,7,37,0,3,38,0,0
121,854,56,56,132,666,6,8,8,62,20,29,223,719,51,4,5,244,244,2,174,51,19,657,0,125,7,30,0,2,35,0,0
122,766,64,64,165,537,8,11,11,67,23,60,127,624,45,4,7,114,114,1,83,16,15,513,0,79,5,17,0,2,36,0,0
123,1479,117,117,301,1061,8,10,26,116,37,102,284,1120,86,10,6,280,280,2,198,36,46,1117,0,157,8,40,0,2,50,0,0
124,401,13,13,64,324,7,4,5,57,1,18,98,331,331,4,6,207,207,4,179,19,9,1079,21,118,12,27,0,5,18,4,0
125,689,66,66,127,496,8,5,13,45,18,35,78,381,54,5,4,30,30,0,10,9,11,1503,0,129,5,11,0,1,29,0,0
126,972,66,66,145,761,7,8,5,55,22,43,163,665,51,4,5,109,109,1,59,27,23,443,0,96,5,24,0,2,29,0,0
127,1359,105,105,261,993,9,15,19,88,29,67,224,968,74,6,6,178,178,1,113,29,36,1132,0,154,7,29,0,2,44,0,0
128,1317,123,123,281,913,7,12,27,82,41,61,224,1036,80,5,6,221,221,1,106,77,38,928,0,133,6,18,0,2,51,0,0
129,921,40,40,149,732,7,5,10,67,18,38,131,668,51,4,5,119,119,1,91,19,9,1509,0,156,4,14,0,4,32,0,0
130,1127,112,112,225,790,7,12,27,79,40,60,163,867,67,6,5,110,110,1,41,32,37,906,0,197,6,30,0,1,33,0,0
131,827,48,48,152,627,6,2,13,71,17,42,156,716,42,4,6,175,175,1,93,64,18,726,0,166,6,31,0,2,25,0,0
132,993,42,83,156,754,4,14,26,83,26,49,202,987,62,13,4,311,156,1,77,207,27,1459,0,281,6,19,0,2,34,0,0
133,1231,133,133,247,851,8,27,31,116,35,59,182,908,76,5,6,213,213,1,81,106,26,1511,0,114,6,20,0,2,52,0,0
134,767,47,47,138,582,7,5,10,53,21,42,138,657,60,5,6,135,135,1,107,11,17,754,0,131,5,10,0,2,34,0,0
135,1568,66,131,327,1110,7,16,28,132,53,118,278,1365,80,13,6,386,193,2,199,135,52,1206,0,154,8,36,0,3,56,0,0
136,1362,93,93,237,1032,9,7,18,69,35,51,209,828,64,5,6,155,155,1,96,31,28,630,0,121,4,18,0,2,54,0,0
137,900,47,47,167,686,6,0,11,79,22,53,135,739,53,5,5,177,177,1,129,36,12,523,0,194,5,19,0,2,26,0,0
138,1435,136,136,249,1050,8,19,10,119,42,77,229,1046,80,7,6,234,234,1,133,64,37,1131,0,154,8,23,0,2,46,0,0
139,1023,58,58,196,769,8,9,13,78,16,70,155,698,50,6,5,156,156,1,89,40,27,779,0,140,6,22,0,4,30,0,0
140,800,66,66,142,592,7,9,11,59,21,42,142,650,43,4,5,156,156,1,117,25,14,635,0,101,5,17,0,3,41,0,0
141,1264,95,95,261,908,7,12,15,91,40,89,234,1031,79,5,6,222,222,1,125,65,32,1471,0,184,9,43,0,2,37,0,0
142,645,62,62,104,479,4,7,6,48,25,33,107,447,447,8,3,102,102,1,37,51,14,664,21,103,5,14,0,2,33,3,0
143,849,64,64,146,639,7,5,11,53,28,47,158,757,45,5,6,182,182,1,103,65,14,713,0,114,5,15,0,4,34,0,0
144,1133,46,92,214,827,6,7,14,84,39,56,151,951,56,6,5,140,70,1,52,56,32,779,0,113,6,21,0,2,39,0,0
145,963,71,71,199,693,8,9,15,71,24,41,145,746,62,7,6,97,97,1,56,16,25,487,0,114,6,14,0,3,32,0,0
146,1022,98,98,188,736,9,15,17,77,28,55,120,675,56,4,6,97,97,1,47,17,33,964,0,131,9,20,0,2,23,0,0
147,718,56,56,111,551,5,9,10,50,10,32,94,534,76,5,4,147,147,1,39,91,17,1339,0,287,8,51,0,1,13,0,0
148,991,61,61,163,767,8,5,17,77,21,38,141,703,64,4,6,188,188,2,104,53,31,401,0,125,7,22,0,3,29,0,0
149,581,26,26,86,469,6,1,6,40,14,36,101,452,41,3,4,102,102,1,16,70,16,583,0,380,4,4,0,0,4,0,0
150,1050,79,79,200,771,8,10,13,80,31,63,159,844,70,8,7,101,101,1,49,17,35,515,0,150,6,17,0,2,30,0,0
151,528,28,28,96,404,6,3,7,34,12,45,82,449,64,3,5,214,214,2,160,46,8,750,0,187,10,36,0,3,16,0,0
152,1378,121,121,296,961,9,16,25,105,44,102,211,1061,82,5,7,165,165,1,88,43,34,857,0,136,6,15,0,2,52,0,0
153,571,45,45,121,405,4,7,13,65,21,43,101,441,441,4,3,152,152,1,84,52,16,5267,21,250,5,10,0,2,33,3,0
154,615,47,47,96,472,6,9,11,90,14,39,124,418,418,6,4,113,113,1,83,17,13,1171,25,156,5,20,0,2,29,3,0
155,488,39,39,100,349,4,9,10,52,13,33,86,379,379,4,3,181,181,1,140,20,21,4442,21,202,7,19,0,3,32,3,0
156,659,62,62,123,474,7,17,23,101,12,32,94,450,450,5,5,135,135,1,95,18,22,1252,31,179,7,25,0,3,26,3,0
157,474,59,59,96,319,9,7,19,80,19,20,71,338,338,5,6,114,114,2,94,11,9,701,21,99,6,10,0,5,23,3,0
158,672,66,66,143,463,4,15,12,67,21,40,104,458,458,7,2,118,118,1,82,19,17,5517,22,257,6,23,0,3,33,3,0
159,766,77,77,151,538,2,22,13,65,14,41,111,559,559,5,1,109,109,0,50,44,15,18892,24,595,5,16,0,2,39,3,0
160,868,97,97,140,631,3,21,18,86,24,39,147,673,673,5,2,101,101,0,39,42,20,12452,21,478,7,18,0,2,36,3,0
161,428,35,35,76,317,3,7,10,36,12,25,84,375,375,4,2,152,152,1,89,42,21,5089,24,399,6,15,0,3,20,3,0
162,491,35,35,86,370,4,13,14,72,8,21,93,600,600,4,5,143,143,1,89,38,16,1347,24,369,4,7,0,3,18,3,0
163,951,87,87,177,687,7,12,28,85,31,41,147,728,56,6,6,255,255,2,101,114,40,359,0,88,6,22,0,3,46,0,0
164,525,45,45,90,390,5,8,6,34,17,30,61,500,62,4,5,96,96,1,26,49,21,1408,0,236,6,15,0,1,13,0,0
165,706,57,57,152,497,6,9,16,49,18,35,94,561,62,4,5,127,127,1,57,43,27,428,0,102,6,13,0,2,26,0,0
166,970,78,78,200,692,8,7,26,88,26,58,154,683,76,5,6,172,172,1,105,34,33,353,0,108,8,20,0,2,35,0,0
167,816,47,47,154,615,7,8,11,60,16,53,154,631,90,4,5,123,123,1,48,55,20,624,0,121,5,10,0,3,27,0,1
168,752,48,48,147,557,8,2,11,47,14,33,91,468,67,4,5,106,106,1,70,8,28,478,0,139,5,9,0,2,33,0,0
169,857,66,66,156,635,7,14,16,63,19,40,155,678,75,5,5,130,130,1,76,34,20,884,0,179,4,8,0,5,18,3,1
170,692,59,59,127,506,9,10,13,57,20,31,129,435,54,7,6,73,73,1,44,16,13,879,0,241,4,6,0,2,12,3,0
171,1126,70,70,225,831,8,17,21,83,18,59,175,787,79,5,6,234,234,2,85,116,33,908,0,326,5,8,0,5,13,3,0
172,931,75,75,205,651,6,21,23,73,33,62,118,709,101,5,5,129,129,1,65,42,22,1260,0,278,4,8,0,3,19,3,0
173,417,18,18,65,334,3,2,4,29,10,21,66,442,40,4,4,72,72,1,38,21,13,308,0,165,6,15,0,7,4,3,0
174,665,56,56,160,449,5,10,11,44,29,59,128,636,58,4,4,125,125,1,63,46,16,880,0,188,4,8,0,6,11,3,0
175,933,60,60,165,708,6,5,11,78,22,54,154,757,69,4,5,167,167,1,93,48,26,379,0,176,6,26,0,5,13,3,0
176,539,53,53,106,380,7,5,11,46,18,25,77,494,55,5,6,43,43,1,24,10,9,392,0,136,5,9,0,2,26,0,1
177,847,80,80,175,592,8,13,14,71,24,65,111,624,52,4,6,95,95,1,68,17,10,346,0,135,4,8,0,2,17,3,0
178,910,65,65,160,685,7,13,19,88,18,48,144,737,74,4,5,101,101,1,75,12,14,964,0,381,4,7,0,2,11,3,0
179,1251,112,112,233,906,8,16,28,77,30,51,166,875,73,5,6,72,72,0,26,20,26,861,0,293,4,6,0,2,16,3,0
180,1351,99,99,249,1003,7,16,23,95,28,62,197,1041,80,5,5,185,185,1,88,67,30,768,0,169,4,11,0,5,24,3,0
181,1042,98,98,190,754,8,21,14,85,33,57,163,811,81,6,6,125,125,1,57,25,43,723,0,212,4,9,0,3,20,3,0
182,516,23,23,92,401,4,4,13,49,8,34,86,441,44,4,4,96,96,1,49,33,14,505,0,260,5,8,0,7,8,3,0
183,605,67,67,107,431,3,11,13,56,22,36,103,748,62,4,4,65,65,0,39,14,12,642,0,246,4,7,0,3,12,3,0
184,496,21,21,90,385,3,2,12,78,13,45,99,581,53,4,4,213,213,1,113,86,14,1076,0,169,10,30,0,3,12,3,0
185,1766,137,137,338,1291,10,21,24,106,45,97,242,1118,112,10,6,194,194,1,78,52,64,1542,0,226,4,15,0,3,25,3,1
186,1071,84,84,188,799,9,15,19,70,33,51,157,781,98,5,6,142,142,1,84,37,21,845,0,246,6,22,0,3,19,3,0
187,832,49,49,147,636,10,9,12,66,13,40,119,563,70,6,7,98,98,1,48,17,33,391,0,122,5,11,0,3,27,0,0
188,1475,112,112,279,1084,10,17,26,126,39,98,263,1049,81,6,7,210,210,1,128,47,35,616,0,177,6,22,0,6,26,3,0
189,553,58,58,138,357,8,4,9,40,25,54,77,423,53,5,6,96,96,1,58,20,18,375,0,137,5,16,0,4,18,3,0
190,713,57,57,112,544,5,9,9,69,24,36,160,725,91,5,5,113,113,1,41,48,24,1517,0,278,4,8,0,2,8,3,0
191,1155,73,73,202,880,7,9,13,126,30,61,171,771,77,5,5,172,172,1,91,62,19,1004,0,259,6,15,0,4,17,3,0
192,576,43,43,111,422,5,12,7,63,13,32,101,570,71,5,5,104,104,1,21,73,10,753,0,246,4,4,0,2,5,3,0
193,1051,62,62,165,824,5,9,17,75,20,44,185,868,87,4,4,103,103,1,47,27,29,923,0,192,4,9,0,2,10,0,0
194,991,60,60,158,773,6,10,25,134,26,41,218,841,93,4,5,207,207,1,166,28,13,1069,0,291,9,33,0,3,16,0,0
195,1231,92,92,240,899,8,10,30,91,34,41,165,817,54,4,5,124,124,1,88,14,22,1355,0,297,4,11,0,6,19,3,0
196,1224,48,48,217,959,8,6,23,75,17,47,152,811,74,4,5,172,172,1,102,46,24,583,0,357,11,35,0,0,7,0,0
197,211,7,7,28,176,6,1,2,20,2,7,29,137,137,3,4,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
198,636,40,40,131,465,8,4,8,42,13,26,101,361,60,5,5,50,50,1,3,25,22,441,0,230,4,5,0,3,4,0,0
199,1048,35,35,167,846,6,5,12,113,11,44,167,778,60,4,5,174,174,1,129,27,18,1109,0,279,6,29,0,2,13,0,0
200,1255,78,78,233,944,8,9,15,81,19,64,171,814,63,5,5,102,102,1,46,16,40,1227,0,306,4,10,0,1,14,0,0
201,1413,88,88,278,1047,8,14,24,118,16,76,202,1130,87,6,6,166,166,1,104,19,43,1231,0,281,5,14,0,2,22,0,0
202,830,41,41,123,666,6,6,14,75,11,44,140,673,67,6,5,83,83,1,58,9,16,505,0,129,5,10,0,4,10,0,0
203,1015,61,61,206,748,8,5,16,86,28,55,138,766,64,6,6,78,78,1,44,13,21,1330,0,282,4,6,0,2,8,0,0
204,1241,82,82,233,926,10,9,32,94,30,53,164,849,77,5,7,107,107,1,48,11,48,611,0,273,4,8,0,2,13,0,0
205,1956,139,139,352,1465,7,20,31,118,39,54,271,1416,101,12,5,250,250,1,112,65,73,2442,0,365,5,14,0,2,27,0,0
206,1701,145,145,336,1220,6,18,36,138,46,56,234,1233,103,6,5,295,295,1,163,93,39,1499,0,227,6,15,0,4,30,0,0
207,950,46,46,160,744,6,7,12,48,14,33,143,767,70,6,5,95,95,1,49,33,13,911,0,275,4,9,0,2,7,0,0
208,1648,50,99,322,1227,8,10,34,141,26,90,223,1235,69,6,6,213,107,1,139,19,55,1304,0,188,6,33,0,5,24,0,0
209,707,35,35,126,546,6,4,7,35,12,39,116,525,75,4,5,103,103,1,21,66,16,1212,0,492,3,3,0,0,3,0,0
210,924,50,50,123,751,5,11,11,66,12,36,144,796,80,4,4,101,101,1,50,31,20,4213,0,756,4,5,0,1,8,0,0
211,1618,54,108,281,1229,8,20,21,139,32,94,272,1286,76,7,6,324,162,2,239,55,30,1146,0,155,7,24,0,6,34,3,0
212,462,24,24,76,362,5,2,11,45,10,20,80,354,88,4,4,82,82,1,40,32,10,872,24,412,7,15,0,3,6,3,0
213,926,48,48,168,710,5,4,16,61,8,41,160,903,69,4,5,174,174,1,80,73,21,1499,0,375,4,10,0,5,13,3,0
214,1432,92,92,268,1072,8,12,24,124,32,85,236,1198,86,6,7,223,223,1,120,61,42,1291,0,274,5,10,0,4,22,3,0
215,1097,77,77,217,803,7,10,25,80,27,44,143,904,70,5,5,160,160,1,89,44,27,1208,0,309,4,10,0,3,18,3,0
216,942,62,62,173,707,8,12,20,96,13,50,185,753,126,4,6,163,163,1,79,66,18,1398,0,345,6,13,0,4,14,3,0
217,1181,89,89,216,876,11,16,13,78,22,50,177,768,64,6,7,177,177,2,65,73,39,461,0,212,5,18,0,2,16,3,0
218,914,50,50,145,719,7,7,9,75,13,46,192,739,82,4,6,134,134,1,48,73,13,986,0,241,5,12,0,1,8,3,0
219,1414,41,82,249,1083,6,11,28,130,31,62,211,1172,65,6,5,223,112,1,136,51,36,1252,0,268,5,13,0,6,22,3,0
