Player,Opponent,Date,Start?,min,fgm/a,pct,3fg/a,pct,ftm/a,pct,off,def,tot,avg,pf,AST,T/O,BLK,STl,PTS,avg,,,,,,,,,,
Scottie Lindsey,Total,NULL,NULL,1026,169-424,0.40,79-218,0.36,68-82,0.83,24,99,123,4,82,54,52,14,15,485,15,,,,,,,,,,
Jordan Ash,Loyola (Md.),11/10/2017,NULL,8,0-0,0.00,0-0,0.00,0-0,0.00,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,
Jordan Ash,Saint Peter's,11/13/2017,NULL,10,0-2,0.00,0-1,0.00,0-0,0.00,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
Jordan Ash,Creighton,11/15/2017,NULL,2,0-1,0.00,0-1,0.00,0-0,0.00,0,1,1,0,1,0,0,0,1,0,0,,,,,,,,,,
Jordan Ash,La Salle,11/18/2017,NULL,5,0-0,0.00,0-0,0.00,0-0,0.00,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,
Jordan Ash,Texas Tech,11/19/2017,NULL,8,0-1,0.00,0-1,0.00,0-0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jordan Ash,Sacred Heart,11/24/2017,NULL,7,0-1,0.00,0-0,0.00,0-0,0.00,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,
Jordan Ash,Georgia Tech,11/28/2017,NULL,18,1-2,0.50,1-2,0.50,0-0,0.00,0,1,1,0,0,1,0,0,1,3,0,,,,,,,,,,
Jordan Ash,Illinois,12/1/2017,Yes,14,0-1,0.00,0-1,0.00,0-0,0.00,0,3,3,1,1,0,1,0,0,0,0,,,,,,,,,,
Jordan Ash,Purdue,12/3/2017,NULL,3,0-0,0.00,0-0,0.00,0-0,0.00,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,
Jordan Ash,Chicago State,12/11/2017,NULL,22,1-3,0.33,0-2,0.00,0-0,0.00,0,0,0,1,0,4,0,0,3,2,1,,,,,,,,,,
Jordan Ash,Valparaiso,12/14/2017,NULL,11,2-5,0.40,1-2,0.50,0-0,0.00,1,0,1,1,1,0,0,0,0,5,1,,,,,,,,,,
Jordan Ash,DePaul,12/16/2017,NULL,16,2-3,0.67,1-2,0.50,0-0,0.00,1,3,4,1,2,1,1,0,1,5,1,,,,,,,,,,
Jordan Ash,Lewis,12/19/2017,Yes,24,0-3,0.00,0-3,0.00,0-0,0.00,0,4,4,1,2,3,1,0,0,0,1,,,,,,,,,,
Jordan Ash,Oklahoma,12/22/2017,Yes,31,3-6,0.50,2-5,0.40,3-4,0.75,0,0,0,1,4,0,0,0,2,11,2,,,,,,,,,,
Jordan Ash,Brown,12/30/2017,NULL,20,2-6,0.33,1-3,0.33,0-0,0.00,0,4,4,1,3,2,2,0,1,5,2,,,,,,,,,,
Jordan Ash,Nebraska,1/2/2018,Yes,28,1-4,0.25,0-3,0.00,0-0,0.00,0,2,2,1,2,1,1,0,2,2,2,,,,,,,,,,
Jordan Ash,Penn State,1/5/2018,NULL,16,2-3,0.67,2-2,1.00,0-0,0.00,0,2,2,1,0,0,1,0,0,6,2,,,,,,,,,,
Jordan Ash,Minnesota,1/10/2018,NULL,13,1-2,0.50,1-1,1.00,0-0,0.00,0,0,0,1,2,0,1,0,0,3,2,,,,,,,,,,
Jordan Ash,Indiana,1/14/2018,NULL,14,0-1,0.00,0-1,0.00,0-0,0.00,0,2,2,1,1,1,2,0,0,0,2,,,,,,,,,,
Jordan Ash,Ohio State,1/17/2018,NULL,4,0-0,0.00,0-0,0.00,0-0,0.00,0,1,1,1,0,1,1,0,0,0,2,,,,,,,,,,
Jordan Ash,Penn State,1/20/2018,NULL,6,2-2,1.00,1-1,1.00,0-1,0.00,1,0,1,1,1,0,0,0,0,5,2,,,,,,,,,,
Jordan Ash,Minnesota,1/23/2018,NULL,8,1-3,0.33,1-2,0.50,0-0,0.00,0,0,0,1,1,0,0,0,0,3,2,,,,,,,,,,
Jordan Ash,Michigan,1/29/2018,NULL,12,0-1,0.00,0-1,0.00,0-0,0.00,0,1,1,1,3,0,1,0,0,0,2,,,,,,,,,,
Jordan Ash,Wisconsin,2/1/2018,NULL,8,0-0,0.00,0-0,0.00,0-0,0.00,0,0,0,1,0,0,1,0,1,0,2,,,,,,,,,,
Jordan Ash,Michigan,2/6/2018,NULL,9,1-2,0.50,0-0,0.00,0-0,0.00,0,1,1,1,0,1,0,0,0,2,2,,,,,,,,,,
Jordan Ash,Total,NULL,NULL,317,19-52,0.37,11-1,0.32,3-5,0.60,3,26,29,1,25,18,13,0,14,52,2,,,,,,,,,,
Barret Benson,Loyola (Md.),11/10/2017,NULL,10,0-2,0.00,0-1,0.00,0-0,0.00,0,5,5,5,4,1,1,2,0,0,0,,,,,,,,,,
Barret Benson,Saint Peter's,11/13/2017,NULL,3,1-2,0.50,0-0,0.00,0-0,0.00,0,1,1,3,0,0,2,1,0,2,1,,,,,,,,,,
Barret Benson,Creighton,11/15/2017,NULL,9,0-1,0.00,0-0,0.00,3-6,0.50,1,2,3,3,1,0,0,0,0,3,2,,,,,,,,,,
Barret Benson,La Salle,11/18/2017,NULL,14,1-1,1.00,0-0,0.00,0-0,0.00,0,3,3,3,4,0,0,3,0,2,2,,,,,,,,,,
Barret Benson,Texas Tech,11/19/2017,NULL,17,1-1,1.00,0-0,0.00,0-4,0.00,2,0,2,3,1,0,1,0,0,2,2,,,,,,,,,,
Barret Benson,Sacred Heart,11/24/2017,NULL,15,0-1,0.00,0-0,0.00,2-2,1.00,0,2,2,3,3,0,1,1,0,2,2,,,,,,,,,,
Barret Benson,Georgia Tech,11/28/2017,NULL,9,0-1,0.00,0-0,0.00,0-0,0.00,0,1,1,2,2,0,0,0,0,0,2,,,,,,,,,,
Barret Benson,Illinois,12/1/2017,NULL,2,0-0,0.00,0-0,0.00,0-0,0.00,0,0,0,2,1,0,0,0,0,0,1,,,,,,,,,,
Barret Benson,Purdue,12/3/2017,NULL,10,1-1,1.00,0-0,0.00,0-0,0.00,0,0,0,2,3,2,1,0,0,2,1,,,,,,,,,,
Barret Benson,Chicago State,12/11/2017,NULL,16,1-2,0.50,0-0,0.00,2-2,1.00,0,3,3,2,3,0,2,1,1,4,2,,,,,,,,,,
Barret Benson,Valparaiso,12/14/2017,NULL,11,1-3,0.33,0-0,0.00,1-2,0.50,1,1,2,2,5,0,1,0,1,3,2,,,,,,,,,,
Barret Benson,DePaul,12/16/2017,NULL,3,0-0,0.00,0-0,0.00,0-0,0.00,0,0,0,2,1,0,0,0,0,0,2,,,,,,,,,,
Barret Benson,Lewis,12/19/2017,NULL,14,0-0,0.00,0-0,0.00,4-5,0.80,3,2,5,2,5,0,1,2,1,4,2,,,,,,,,,,
Barret Benson,Oklahoma,12/22/2017,NULL,14,2-4,0.50,0-0,0.00,0-1,0.00,2,3,5,2,3,3,0,1,0,4,2,,,,,,,,,,
Barret Benson,Brown,12/30/2017,NULL,6,2-2,1.00,0-0,0.00,2-2,1.00,0,1,1,2,1,0,0,0,0,6,2,,,,,,,,,,
Barret Benson,Nebraska,1/2/2018,NULL,4,0-0,0.00,0-0,0.00,0-2,0.00,0,0,0,2,1,0,1,0,0,0,2,,,,,,,,,,
Barret Benson,Penn State,1/5/2018,NULL,12,1-1,1.00,0-0,0.00,0-0,0.00,1,1,2,2,2,0,1,0,0,2,2,,,,,,,,,,
Barret Benson,Minnesota,1/10/2018,NULL,8,0-1,0.00,0-0,0.00,0-2,0.00,1,1,2,2,0,0,1,0,0,0,2,,,,,,,,,,
Barret Benson,Indiana,1/14/2018,NULL,5,0-0,0.00,0-0,0.00,0-0,0.00,0,1,1,2,3,1,0,0,0,0,2,,,,,,,,,,
Barret Benson,Ohio State,1/17/2018,NULL,3,0-0,0.00,0-0,0.00,0-0,0.00,1,1,2,2,1,0,1,0,0,0,2,,,,,,,,,,
Barret Benson,Penn State,1/20/2018,NULL,6,1-2,0.50,0-0,0.00,0-0,0.00,2,0,2,2,2,0,0,0,1,2,2,,,,,,,,,,
Barret Benson,Minnesota,1/23/2018,NULL,11,1-2,0.50,0-0,0.00,0-0,0.00,0,1,1,2,4,0,1,1,2,2,2,,,,,,,,,,
Barret Benson,Michigan,1/29/2018,NULL,5,0-0,0.00,0-0,0.00,0-0,0.00,0,1,1,2,2,0,0,0,0,0,2,,,,,,,,,,
Barret Benson,Wisconsin,2/1/2018,NULL,2,0-0,0.00,0-0,0.00,0-0,0.00,0,1,1,2,0,0,0,0,0,0,2,,,,,,,,,,
Barret Benson,Michigan,2/6/2018,NULL,11,0-0,0.00,0-0,0.00,2-2,1.00,1,0,1,2,2,1,0,0,0,2,2,,,,,,,,,,
Barret Benson,Maryland,2/10/2018,NULL,7,0-0,0.00,0-0,0.00,0-0,0.00,0,1,1,2,0,0,0,0,0,0,2,,,,,,,,,,
Barret Benson,Rutgers,2/13/2018,NULL,4,0-1,0.00,0-0,0.00,0-0,0.00,0,2,2,2,0,1,0,0,0,0,2,,,,,,,,,,
Barret Benson,Michigan State,2/17/2018,NULL,13,0-1,0.00,0-0,0.00,0-0,0.00,0,0,0,2,4,2,0,0,0,0,2,,,,,,,,,,
Barret Benson,Maryland,2/19/2018,NULL,4,0-0,0.00,0-0,0.00,0-0,0.00,0,1,1,2,2,0,2,0,0,0,1,,,,,,,,,,
Barret Benson,Wisconsin,2/22/2018,NULL,3,0-0,0.00,0-0,0.00,0-0,0.00,0,1,1,2,2,0,0,0,0,0,1,,,,,,,,,,
Barret Benson,Iowa,2/25/2018,NULL,25,4-4,1.00,0-0,0.00,0-0,0.00,3,7,10,2,4,2,1,3,1,8,2,,,,,,,,,,
Barret Benson,Penn State,3/1/2018,Yes,30,4-5,0.80,0-0,0.00,1-2,0.50,4,5,9,2,2,1,0,3,0,9,2,,,,,,,,,,
Barret Benson,Total,NULL,NULL,306,21-38,0.55,0-1,0.00,17-32,0.53,22,48,70,2,68,14,18,18,7,59,2,,,,,,,,,,
Bryant McIntosh,Loyola (Md.),11/10/2017,Yes,38,4-13,0.31,0-5,0.00,8-8,1.00,2,2,4,4,1,7,4,1,3,16,16,,,,,,,,,,
Bryant McIntosh,Saint Peter's,11/13/2017,Yes,37,5-9,0.56,1-2,0.50,6-6,1.00,0,7,7,6,2,3,2,1,0,17,17,,,,,,,,,,
Bryant McIntosh,Creighton,11/15/2017,Yes,40,11-20,0.55,2-3,0.67,0-0,0.00,2,2,4,5,1,9,1,0,0,24,19,,,,,,,,,,
Bryant McIntosh,La Salle,11/18/2017,Yes,34,8-15,0.53,5-6,0.83,0-0,0.00,0,1,1,4,1,7,2,0,0,21,20,,,,,,,,,,
Bryant McIntosh,Texas Tech,11/19/2017,Yes,32,1-8,0.13,0-3,0.00,3-3,1.00,0,2,2,4,2,3,5,0,0,5,17,,,,,,,,,,
Bryant McIntosh,Sacred Heart,11/24/2017,Yes,31,3-10,0.30,1-5,0.20,2-2,1.00,0,4,4,4,3,6,3,0,1,9,15,,,,,,,,,,
Bryant McIntosh,Georgia Tech,11/28/2017,Yes,39,8-18,0.44,2-5,0.40,0-0,0.00,2,4,6,4,3,5,1,0,0,18,16,,,,,,,,,,
Bryant McIntosh,Illinois,12/1/2017,Yes,42,5-14,0.36,2-4,0.50,2-3,0.67,0,3,3,4,2,6,6,0,1,14,16,,,,,,,,,,
Bryant McIntosh,Purdue,12/3/2017,Yes,36,2-8,0.25,1-5,0.20,0-0,0.00,1,2,3,4,1,5,2,0,0,5,14,,,,,,,,,,
Bryant McIntosh,Chicago State,12/11/2017,Yes,20,2-6,0.33,1-4,0.25,4-4,1.00,0,0,0,3,0,7,0,0,1,9,14,,,,,,,,,,
Bryant McIntosh,Valparaiso,12/14/2017,Yes,25,4-7,0.57,0-2,0.00,0-0,0.00,0,2,2,3,1,5,1,0,2,8,13,,,,,,,,,,
Bryant McIntosh,DePaul,12/16/2017,Yes,38,2-17,0.12,0-6,0.00,0-0,0.00,1,0,1,3,3,7,0,0,0,4,13,,,,,,,,,,
Bryant McIntosh,Lewis,12/19/2017,Yes,26,8-14,0.57,6-11,0.55,2-2,1.00,0,1,1,3,1,7,1,0,0,24,13,,,,,,,,,,
Bryant McIntosh,Oklahoma,12/22/2017,Yes,27,4-13,0.31,2-6,0.33,2-2,1.00,0,0,0,3,2,2,2,0,0,12,13,,,,,,,,,,
Bryant McIntosh,Brown,12/30/2017,Yes,21,6-8,0.75,1-1,1.00,0-0,0.00,0,0,0,3,0,3,3,0,0,13,13,,,,,,,,,,
Bryant McIntosh,Penn State,1/5/2018,Yes,34,6-14,0.43,4-6,0.67,2-2,1.00,2,1,3,3,3,4,5,0,2,18,14,,,,,,,,,,
Bryant McIntosh,Minnesota,1/10/2018,Yes,34,4-13,0.31,0-4,0.00,3-4,0.75,1,4,5,3,0,16,0,1,1,11,13,,,,,,,,,,
Bryant McIntosh,Indiana,1/14/2018,Yes,24,2-8,0.25,1-2,0.50,2-2,1.00,0,3,3,3,1,2,3,0,0,7,13,,,,,,,,,,
Bryant McIntosh,Ohio State,1/17/2018,Yes,38,4-14,0.29,2-7,0.29,0-0,0.00,0,1,1,3,1,5,2,0,0,10,13,,,,,,,,,,
Bryant McIntosh,Penn State,1/20/2018,Yes,34,5-16,0.31,0-4,0.00,0-1,0.00,0,4,4,3,0,4,3,0,0,10,13,,,,,,,,,,
Bryant McIntosh,Minnesota,1/23/2018,Yes,32,7-13,0.54,2-6,0.33,2-4,0.50,0,1,1,3,2,3,1,0,1,18,13,,,,,,,,,,
Bryant McIntosh,Michigan,1/29/2018,Yes,35,3-10,0.30,0-2,0.00,0-1,0.00,0,3,3,3,4,5,3,0,0,6,13,,,,,,,,,,
Bryant McIntosh,Wisconsin,2/1/2018,Yes,32,2-8,0.25,0-1,0.00,6-6,1.00,0,1,1,3,2,4,7,0,1,10,13,,,,,,,,,,
Bryant McIntosh,Michigan,2/6/2018,Yes,35,8-11,0.73,3-3,1.00,5-7,0.71,2,1,3,3,3,5,1,0,0,24,13,,,,,,,,,,
Bryant McIntosh,Maryland,2/10/2018,Yes,28,0-5,0.00,0-2,0.00,0-0,0.00,0,1,1,3,3,1,3,0,0,0,13,,,,,,,,,,
Bryant McIntosh,Rutgers,2/13/2018,Yes,14,1-5,0.20,0-2,0.00,0-0,0.00,0,1,1,3,1,5,2,0,0,2,12,,,,,,,,,,
Bryant McIntosh,Wisconsin,2/22/2018,Yes,38,8-17,0.47,2-4,0.50,0-0,0.00,0,3,3,3,2,6,6,0,0,18,12,,,,,,,,,,
Bryant McIntosh,Iowa,2/25/2018,Yes,7,1-1,1.00,0-0,0.00,0-0,0.00,0,0,0,2,0,1,3,0,0,2,12,,,,,,,,,,
Bryant McIntosh,Penn State,3/1/2018,Yes,38,3-12,0.25,1-6,0.17,0-1,0.00,0,2,2,2,1,6,2,0,0,7,12,,,,,,,,,,
Bryant McIntosh,Total,NULL,NULL,909,127-327,0.39,39-117,0.33,49-58,0.85,13,56,69,2,46,149,74,3,13,342,12,,,,,,,,,,
Tino Malnati,Sacred Heart,11/24/2017,NULL,1,0-0,0.00,0-0,0.00,0-0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Tino Malnati,Chicago State,12/11/2017,NULL,3,0-1,0.00,0-0,0.00,0-0,0.00,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
Tino Malnati,Valparaiso,12/14/2017,NULL,3,0-0,0.00,0-0,0.00,0-0,0.00,0,2,2,1,0,0,1,0,0,0,0,,,,,,,,,,
Tino Malnati,Lewis,12/19/2017,NULL,4,0-3,0.00,0-1,0.00,0-0,0.00,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,
Tino Malnati,Indiana,1/14/2018,NULL,0,0-0,0.00,0-0,0.00,0-0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Tino Malnati,Maryland,2/10/2018,NULL,1,0-0,0.00,0-0,0.00,0-0,0.00,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
Tino Malnati,Wisconsin,2/22/2018,NULL,0,0-0,0.00,0-0,0.00,0-0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Tino Malnati,Iowa,2/25/2018,NULL,0,0-0,0.00,0-0,0.00,0-0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Tino Malnati,Penn State,3/1/2018,NULL,0,0-0,0.00,0-0,0.00,0-0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Tino Malnati,Total,NULL,NULL,12,0-4,0.00,0-1,0.00,0-0,0.00,0,2,2,0,0,1,1,1,1,0,0,,,,,,,,,,
Aaron Falzon,La Salle,11/18/2017,NULL,18,3-5,0.60,3-5,0.60,2-2,1.00,0,1,1,1,1,0,1,0,0,11,11,,,,,,,,,,
Aaron Falzon,Texas Tech,11/19/2017,NULL,16,2-6,0.33,1-4,0.25,2-3,0.67,1,0,1,1,2,0,3,0,1,7,9,,,,,,,,,,
Aaron Falzon,Sacred Heart,11/24/2017,NULL,16,2-5,0.40,1-4,0.25,0-0,0.00,0,3,3,2,0,4,0,0,1,5,8,,,,,,,,,,
Aaron Falzon,Georgia Tech,11/28/2017,NULL,17,1-8,0.13,0-7,0.00,0-0,0.00,0,1,1,2,2,0,0,0,0,2,6,,,,,,,,,,
Aaron Falzon,Illinois,12/1/2017,Yes,22,1-6,0.17,1-4,0.25,4-4,1.00,0,1,1,1,5,2,5,0,0,7,6,,,,,,,,,,
Aaron Falzon,Purdue,12/3/2017,Yes,12,0-1,0.00,0-1,0.00,0-0,0.00,0,1,1,1,0,0,0,0,0,0,5,,,,,,,,,,
Aaron Falzon,Chicago State,12/11/2017,Yes,19,5-9,0.56,4-8,0.50,1-1,1.00,0,1,1,1,1,1,1,0,0,15,7,,,,,,,,,,
Aaron Falzon,Valparaiso,12/14/2017,Yes,15,2-4,0.50,2-2,1.00,0-0,0.00,0,1,1,1,0,2,0,2,0,6,7,,,,,,,,,,
Aaron Falzon,DePaul,12/16/2017,Yes,12,0-3,0.00,0-3,0.00,0-0,0.00,1,1,2,1,0,0,0,0,0,0,6,,,,,,,,,,
Aaron Falzon,Lewis,12/19/2017,Yes,18,2-6,0.33,2-4,0.50,0-0,0.00,0,3,3,2,1,1,1,0,1,6,6,,,,,,,,,,
Aaron Falzon,Oklahoma,12/22/2017,Yes,21,4-8,0.50,4-7,0.57,0-0,0.00,1,1,2,2,3,0,1,0,0,12,7,,,,,,,,,,
Aaron Falzon,Brown,12/30/2017,NULL,9,2-2,1.00,1-1,1.00,2-3,0.67,0,1,1,2,1,0,0,1,0,7,7,,,,,,,,,,
Aaron Falzon,Nebraska,1/2/2018,NULL,17,4-8,0.50,3-5,0.60,0-0,0.00,1,1,2,2,5,0,0,0,0,11,7,,,,,,,,,,
Aaron Falzon,Penn State,1/5/2018,NULL,2,0-1,0.00,0-1,0.00,0-0,0.00,0,0,0,1,1,0,0,0,0,0,6,,,,,,,,,,
Aaron Falzon,Minnesota,1/10/2018,Yes,24,4-6,0.67,3-5,0.60,4-5,0.80,0,5,5,2,2,0,0,0,0,15,7,,,,,,,,,,
Aaron Falzon,Indiana,1/14/2018,Yes,19,2-8,0.25,2-6,0.33,2-2,1.00,0,5,5,2,1,0,2,0,1,8,7,,,,,,,,,,
Aaron Falzon,Penn State,1/20/2018,NULL,3,0-0,0.00,0-0,0.00,0-0,0.00,0,0,0,2,0,0,0,0,0,0,7,,,,,,,,,,
Aaron Falzon,Minnesota,1/23/2018,NULL,21,0-0,0.00,0-0,0.00,8-9,0.89,0,2,2,2,0,2,0,1,2,8,7,,,,,,,,,,
Aaron Falzon,Michigan,1/29/2018,NULL,14,2-6,0.33,2-3,0.67,0-0,0.00,0,2,2,2,0,0,0,0,0,6,7,,,,,,,,,,
Aaron Falzon,Wisconsin,2/1/2018,NULL,18,0-2,0.00,0-1,0.00,2-3,0.67,2,0,2,2,2,0,0,0,0,2,6,,,,,,,,,,
Aaron Falzon,Michigan,2/6/2018,NULL,10,0-1,0.00,0-1,0.00,0-0,0.00,0,1,1,2,0,1,0,0,0,0,6,,,,,,,,,,
Aaron Falzon,Maryland,2/10/2018,NULL,17,2-4,0.50,2-3,0.67,2-2,1.00,0,0,0,2,1,0,0,0,0,8,6,,,,,,,,,,
Aaron Falzon,Rutgers,2/13/2018,NULL,22,3-8,0.38,2-5,0.40,0-0,0.00,2,0,2,2,4,1,1,1,0,8,6,,,,,,,,,,
Aaron Falzon,Michigan State,2/17/2018,NULL,20,0-5,0.00,0-3,0.00,0-0,0.00,0,3,3,2,0,0,0,0,0,0,6,,,,,,,,,,
Aaron Falzon,Maryland,2/19/2018,Yes,15,1-4,0.25,1-4,0.25,0-0,0.00,0,1,1,2,0,0,0,0,1,3,6,,,,,,,,,,
Aaron Falzon,Wisconsin,2/22/2018,NULL,20,0-4,0.00,0-3,0.00,0-0,0.00,0,1,1,2,2,0,0,0,1,0,6,,,,,,,,,,
Aaron Falzon,Iowa,2/25/2018,NULL,13,2-6,0.33,2-4,0.50,0-0,0.00,0,1,1,2,2,1,0,0,1,6,6,,,,,,,,,,
Aaron Falzon,Penn State,3/1/2018,NULL,17,1-3,0.33,0-2,0.00,0-0,0.00,0,3,3,2,1,0,0,1,0,2,6,,,,,,,,,,
Aaron Falzon,Total,NULL,NULL,447,45-129,0.35,36-96,0.38,29-34,0.85,8,40,48,2,37,15,15,6,9,155,6,,,,,,,,,,
Gavin Skelly,Loyola (Md.),11/10/2017,Yes,19,1-1,1.00,0-0,0.00,1-2,0.50,0,2,2,2,4,1,2,2,1,3,3,,,,,,,,,,
Gavin Skelly,Saint Peter's,11/13/2017,Yes,31,4-7,0.57,1-3,0.33,5-5,1.00,3,3,6,4,4,1,2,1,0,14,9,,,,,,,,,,
Gavin Skelly,Creighton,11/15/2017,Yes,36,4-7,0.57,3-4,0.75,3-4,0.75,0,6,6,5,1,1,0,2,0,14,10,,,,,,,,,,
Gavin Skelly,La Salle,11/18/2017,Yes,22,2-2,1.00,0-0,0.00,2-2,1.00,1,1,2,4,3,3,2,0,0,6,9,,,,,,,,,,
Gavin Skelly,Texas Tech,11/19/2017,Yes,16,0-1,0.00,0-1,0.00,0-0,0.00,0,2,2,4,1,1,0,0,2,0,7,,,,,,,,,,
Gavin Skelly,Sacred Heart,11/24/2017,Yes,23,4-6,0.67,2-3,0.67,0-1,0.00,1,4,5,4,2,1,3,1,1,10,8,,,,,,,,,,
Gavin Skelly,Georgia Tech,11/28/2017,Yes,23,2-4,0.50,1-1,1.00,1-1,1.00,0,1,1,3,2,0,1,0,1,6,8,,,,,,,,,,
Gavin Skelly,Illinois,12/1/2017,NULL,15,1-2,0.50,0-0,0.00,0-0,0.00,1,2,3,3,5,1,1,0,1,2,7,,,,,,,,,,
Gavin Skelly,Purdue,12/3/2017,NULL,26,2-7,0.29,0-2,0.00,0-0,0.00,1,1,2,3,0,0,1,1,2,4,7,,,,,,,,,,
Gavin Skelly,Chicago State,12/11/2017,NULL,17,1-5,0.20,1-3,0.33,2-2,1.00,0,7,7,4,4,1,4,0,0,5,6,,,,,,,,,,
Gavin Skelly,Valparaiso,12/14/2017,NULL,24,4-11,0.36,2-4,0.50,2-4,0.50,5,5,10,4,0,1,2,1,2,12,7,,,,,,,,,,
Gavin Skelly,DePaul,12/16/2017,NULL,15,1-1,1.00,0-0,0.00,0-1,0.00,0,2,2,4,5,2,4,1,3,2,7,,,,,,,,,,
Gavin Skelly,Lewis,12/19/2017,NULL,22,5-5,1.00,2-2,1.00,3-4,0.75,0,4,4,4,3,1,2,1,1,15,7,,,,,,,,,,
Gavin Skelly,Oklahoma,12/22/2017,NULL,19,2-4,0.50,0-1,0.00,2-2,1.00,3,3,6,4,0,1,0,0,0,6,7,,,,,,,,,,
Gavin Skelly,Brown,12/30/2017,Yes,28,2-2,1.00,1-1,1.00,1-2,0.50,1,3,4,4,3,1,1,3,1,6,7,,,,,,,,,,
Gavin Skelly,Nebraska,1/2/2018,Yes,18,1-6,0.17,1-2,0.50,0-0,0.00,3,2,5,4,3,1,0,0,0,3,7,,,,,,,,,,
Gavin Skelly,Penn State,1/5/2018,Yes,19,2-6,0.33,1-3,0.33,2-2,1.00,2,2,4,4,3,0,2,0,1,7,7,,,,,,,,,,
Gavin Skelly,Minnesota,1/10/2018,NULL,18,3-4,0.75,2-2,1.00,0-0,0.00,1,4,5,4,4,2,3,0,0,8,7,,,,,,,,,,
Gavin Skelly,Indiana,1/14/2018,NULL,19,1-5,0.20,1-3,0.33,0-0,0.00,2,3,5,4,2,0,2,1,0,3,7,,,,,,,,,,
Gavin Skelly,Ohio State,1/17/2018,Yes,28,5-8,0.63,1-3,0.33,0-2,0.00,0,2,2,4,4,3,2,1,1,11,7,,,,,,,,,,
Gavin Skelly,Penn State,1/20/2018,Yes,27,1-4,0.25,0-1,0.00,2-2,1.00,2,1,3,4,1,3,0,0,1,4,7,,,,,,,,,,
Gavin Skelly,Minnesota,1/23/2018,Yes,15,1-2,0.50,0-0,0.00,1-1,1.00,3,2,5,4,3,1,1,0,0,3,7,,,,,,,,,,
Gavin Skelly,Michigan,1/29/2018,Yes,24,2-4,0.50,0-0,0.00,1-1,1.00,1,5,6,4,2,0,1,0,1,5,7,,,,,,,,,,
Gavin Skelly,Wisconsin,2/1/2018,Yes,22,3-4,0.75,1-2,0.50,1-2,0.50,0,5,5,4,4,1,1,0,2,8,7,,,,,,,,,,
Gavin Skelly,Michigan,2/6/2018,Yes,31,1-6,0.17,0-3,0.00,0-0,0.00,0,9,9,4,2,1,2,0,1,2,6,,,,,,,,,,
Gavin Skelly,Maryland,2/10/2018,Yes,23,2-7,0.29,1-3,0.33,0-0,0.00,0,2,2,4,4,0,0,0,1,5,6,,,,,,,,,,
Gavin Skelly,Rutgers,2/13/2018,Yes,25,2-9,0.22,0-4,0.00,0-0,0.00,2,1,3,4,3,1,0,0,0,4,6,,,,,,,,,,
Gavin Skelly,Michigan State,2/17/2018,Yes,23,3-8,0.38,2-4,0.50,3-3,1.00,0,2,2,4,5,0,0,1,0,11,6,,,,,,,,,,
Gavin Skelly,Maryland,2/19/2018,NULL,25,1-9,0.11,1-3,0.33,3-4,0.75,1,3,4,4,2,1,3,1,0,6,6,,,,,,,,,,
Gavin Skelly,Wisconsin,2/22/2018,Yes,24,2-2,1.00,0-0,0.00,0-1,0.00,1,2,3,4,4,1,3,0,0,4,6,,,,,,,,,,
Gavin Skelly,Iowa,2/25/2018,Yes,8,0-0,0.00,0-0,0.00,0-2,0.00,0,0,0,4,2,0,0,0,0,0,6,,,,,,,,,,
Gavin Skelly,Penn State,3/1/2018,NULL,13,1-1,1.00,0-0,0.00,5-6,0.83,1,2,3,4,1,1,0,0,1,7,6,,,,,,,,,,
Gavin Skelly,Total,NULL,NULL,698,66-150,0.44,24-58,0.41,40-56,0.71,35,93,128,4,86,32,45,17,24,196,6,,,,,,,,,,
