id,date,jersey,rhie_bout_recovery_max,rhie_bout_recovery_min,rhie_bout_recovery_mean,rhie_effort_duration_max,rhie_effort_duration_min,rhie_effort_duration_max,rhie_effort_per_bout,rhie_effort_per_bout_max,rhie_effort_recovery_min,rhie_effort_recovery_mean,rhie_total_bouts,rhie_efforts_per_bout_min
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/23/17,4,1511,0,114.26923,0:00:01,0:00:00,20,5.78846,20,0,1.80399,52,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/24/17,4,754,0,130.97059,0:00:00,0:00:00,19,4.61765,10,0,1.95541,34,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/25/17,4,1206,0,153.75,0:00:01,0:00:00,20,7.64286,36,0,3.07477,56,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/27/17,4,630,0,121.44444,0:00:01,0:00:00,20,4.46296,18,0,1.60166,54,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/28/17,4,523,0,194.42308,0:00:00,0:00:00,20,4.92308,19,0,2.41406,26,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/1/17,4,1131,0,153.76087,0:00:01,0:00:00,20,7.63043,23,0,2.41026,46,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/3/17,4,779,0,139.6,0:00:01,0:00:00,19,5.76667,22,0,4.11561,30,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/4/17,4,635,0,100.56097,0:00:01,0:00:00,20,5.09756,17,0,3.23445,41,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/5/17,4,1471,0,183.59459,0:00:01,0:00:00,20,8.51351,43,0,2.33968,37,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/7/17,4,664,21,103.0303,0:00:01,0:00:00,19,5.39394,14,0,2.3427,33,3
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/8/17,4,713,0,113.73529,0:00:00,0:00:00,20,4.88235,15,0,3.73494,34,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/9/17,4,779,0,113.15385,0:00:00,0:00:00,19,5.64103,21,0,2.19545,39,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/10/17,4,487,0,114.3125,0:00:00,0:00:00,20,5.96875,14,0,2.55497,32,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/11/17,4,964,0,130.91304,0:00:00,0:00:00,20,8.86957,20,0,2.48529,23,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/13/17,4,1339,0,287,0:00:00,0:00:00,19,8.46154,51,0,1.31818,13,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/14/17,4,401,0,124.86207,0:00:00,0:00:00,20,7.31034,22,0,3.23113,29,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/15/17,4,583,0,379.75,0:00:00,0:00:00,0,3.5,4,0,0,4,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/16/17,4,515,0,150.16667,0:00:00,0:00:00,20,6.06667,17,0,2.25824,30,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/17/17,4,750,0,187.0625,0:00:00,0:00:00,20,9.75,36,0,2.86538,16,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/18/17,4,857,0,135.55769,0:00:00,0:00:00,20,5.80769,15,0,2.35099,52,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,4/18/17,4,5267,21,250.42424,0:00:00,0:00:00,20,4.66667,10,0,2.20779,33,3
bc83f44d-fdf4-42a7-a23b-565de107bb9c,4/20/17,4,1171,25,155.6207,0:00:00,0:00:00,20,5.06897,20,0,2.29932,29,3
bc83f44d-fdf4-42a7-a23b-565de107bb9c,4/24/17,4,4442,21,202.15625,0:00:00,0:00:00,20,6.84375,19,0,3.26941,32,3
bc83f44d-fdf4-42a7-a23b-565de107bb9c,4/27/17,4,1252,31,179.46153,0:00:00,0:00:00,20,6.96154,25,0,2.73481,26,3
bc83f44d-fdf4-42a7-a23b-565de107bb9c,5/2/17,4,701,21,98.78261,0:00:00,0:00:00,20,5.91304,10,0,5.23529,23,3
bc83f44d-fdf4-42a7-a23b-565de107bb9c,5/9/17,4,5517,22,257.45456,0:00:00,0:00:00,20,6.06061,23,0,2.68,33,3
bc83f44d-fdf4-42a7-a23b-565de107bb9c,5/11/17,4,18892,24,594.9231,0:00:00,0:00:00,20,5.10256,16,0,1.58794,39,3
bc83f44d-fdf4-42a7-a23b-565de107bb9c,5/18/17,4,12452,21,477.75,0:00:00,0:00:00,20,6.80556,18,0,2.33878,36,3
bc83f44d-fdf4-42a7-a23b-565de107bb9c,5/23/17,4,5089,24,398.64999,0:00:00,0:00:00,19,5.5,15,0,3.24545,20,3
bc83f44d-fdf4-42a7-a23b-565de107bb9c,5/25/17,4,1347,24,369.33334,0:00:00,0:00:00,19,4.22222,7,0,2.75,18,3
bc83f44d-fdf4-42a7-a23b-565de107bb9c,6/20/17,4,359,0,88.34783,0:00:00,0:00:00,20,5.56522,22,0,2.69531,46,0
bc83f44d-fdf4-42a7-a23b-565de107bb9c,6/22/17,4,1408,0,235.92308,0:00:00,0:00:00,18,6.23077,15,0,1.25926,13,0
