id,date,Jersey,total_ima,ima_high_avg,ima_high_total,ima_medium_total,ima_low_total,ima_per_min,ima_accel_high,ima_acel_medium,ima_acel_low,ima_decel_high,ima_decel_medium,ima_decel_low
f7964398-11c7-4287-9578-2698d6240e00,02/17/2018 - Anthony Gaines,11,1205,147,147,228,830,6.81304,20,17,82,56,78,180
f7964398-11c7-4287-9578-2698d6240e00,02/19/2018 - Anthony Gaines,11,1187,108,108,206,873,7.36886,11,17,84,36,53,173
f7964398-11c7-4287-9578-2698d6240e00,02/22/2018 - Anthony Gaines,11,925,82,82,185,658,5.80119,7,27,69,30,49,122
f7964398-11c7-4287-9578-2698d6240e00,02/24/2018 - Anthony Gaines,11,1095,72,72,173,850,8.41158,8,15,50,22,57,164
f7964398-11c7-4287-9578-2698d6240e00,02/25/2018 - Anthony Gaines,11,1157,105,105,208,844,5,17,16,93,31,54,159
f7964398-11c7-4287-9578-2698d6240e00,02/27/2018 - Anthony Gaines,11,1577,148,148,291,1138,9.67037,22,17,62,42,62,193
f7964398-11c7-4287-9578-2698d6240e00,02/28/2018 - Anthony Gaines,11,1095,86,86,225,784,8.93698,16,16,59,31,63,132
0c25034b-847c-44f5-b0cd-6a419ddd47ce,06/21/2016 - Isiah Brown,12,715,64,64,123,528,4.79065,18,20,83,15,36,125
0c25034b-847c-44f5-b0cd-6a419ddd47ce,06/23/2016 - Isiah Brown,12,673,67,67,150,456,6.65594,16,34,58,19,40,88
0c25034b-847c-44f5-b0cd-6a419ddd47ce,06/24/2016 - Isiah Brown,12,778,116,116,148,514,3.5589,36,35,91,14,35,99
0c25034b-847c-44f5-b0cd-6a419ddd47ce,06/27/2016 - Isiah Brown,12,626,61,61,138,427,5.32606,15,15,51,9,38,80
0c25034b-847c-44f5-b0cd-6a419ddd47ce,06/29/2016 - Isiah Brown,12,632,52,52,128,452,6.4339,10,19,51,18,30,80
0c25034b-847c-44f5-b0cd-6a419ddd47ce,06/30/2016 - Isiah Brown,12,567,46,46,111,410,7.1314,7,19,56,13,20,97
0c25034b-847c-44f5-b0cd-6a419ddd47ce,07/05/2016 - Isiah Brown,12,686,44,44,127,515,5.62528,15,16,71,13,36,103
0c25034b-847c-44f5-b0cd-6a419ddd47ce,07/06/2016 - Isiah Brown,12,379,28,28,67,284,4.7081,2,6,33,12,20,52
0c25034b-847c-44f5-b0cd-6a419ddd47ce,07/11/2016 - Isiah Brown,12,447,42,42,80,325,4.26851,11,15,44,9,30,57
0c25034b-847c-44f5-b0cd-6a419ddd47ce,07/12/2016 - Isiah Brown,12,590,56,56,115,419,6.08607,15,18,57,16,21,87
0c25034b-847c-44f5-b0cd-6a419ddd47ce,07/13/2016 - Isiah Brown,12,269,15,15,51,203,4.46564,4,9,11,8,17,43
0c25034b-847c-44f5-b0cd-6a419ddd47ce,07/18/2016 - Isiah Brown,12,558,38,38,94,426,5.90847,6,11,54,13,23,101
0c25034b-847c-44f5-b0cd-6a419ddd47ce,07/19/2016 - Isiah Brown,12,516,33,33,102,381,5.31498,9,10,35,7,26,80
0c25034b-847c-44f5-b0cd-6a419ddd47ce,07/20/2016 - Isiah Brown,12,363,20,20,73,270,5.06336,2,13,30,9,18,71
0c25034b-847c-44f5-b0cd-6a419ddd47ce,07/25/2016 - Isiah Brown,12,660,47,47,131,482,6.01645,16,27,75,11,28,102
0c25034b-847c-44f5-b0cd-6a419ddd47ce,07/26/2016 - Isiah Brown,12,519,64,64,97,358,7.32808,13,14,34,12,27,74
0c25034b-847c-44f5-b0cd-6a419ddd47ce,07/27/2016 - Isiah Brown,12,571,45,45,117,409,5.92727,11,9,41,11,38,93
0c25034b-847c-44f5-b0cd-6a419ddd47ce,07/28/2016 - Isiah Brown,12,673,68,68,128,477,6.49254,15,18,64,18,31,104
0c25034b-847c-44f5-b0cd-6a419ddd47ce,07/29/2016 - Isiah Brown,12,499,42,42,74,383,4.66132,10,4,34,11,21,91
0c25034b-847c-44f5-b0cd-6a419ddd47ce,09/15/2016 - Isiah Brown,12,605,45,45,115,445,5.98371,6,15,50,8,32,89
0c25034b-847c-44f5-b0cd-6a419ddd47ce,09/16/2016 - Isiah Brown,12,482,64,64,90,328,3.8918,8,9,59,27,21,62
0c25034b-847c-44f5-b0cd-6a419ddd47ce,09/17/2016 - Isiah Brown,12,771,76,76,170,525,7.03919,20,20,51,16,48,97
0c25034b-847c-44f5-b0cd-6a419ddd47ce,09/19/2016 - Isiah Brown,12,1,1,1,0,0,0.003,0,0,0,1,0,0
0c25034b-847c-44f5-b0cd-6a419ddd47ce,09/20/2016 - Isiah Brown,12,531,55,55,99,377,4.50579,14,17,47,19,32,76
0c25034b-847c-44f5-b0cd-6a419ddd47ce,09/22/2016 - Isiah Brown,12,626,67,67,129,430,5.34504,13,15,48,19,32,91
0c25034b-847c-44f5-b0cd-6a419ddd47ce,09/24/2016 - Isiah Brown,12,671,67,67,139,465,6.95884,14,14,70,18,47,88
0c25034b-847c-44f5-b0cd-6a419ddd47ce,09/26/2016 - Isiah Brown,12,0,0,0,0,0,0,0,0,0,0,0,0
0c25034b-847c-44f5-b0cd-6a419ddd47ce,09/28/2016 - Isiah Brown,12,754,92,92,162,500,8.27885,18,19,62,26,43,99
0c25034b-847c-44f5-b0cd-6a419ddd47ce,09/30/2016 - Isiah Brown,12,1307,114,114,269,924,7.82,20,37,105,35,73,181
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/01/2016 - Isiah Brown,12,1195,130,130,278,787,7.58356,29,35,98,29,78,164
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/03/2016 - Isiah Brown,12,931,100,100,192,639,7.0238,13,25,92,31,55,130
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/04/2016 - Isiah Brown,12,741,67,67,172,502,4.71896,6,10,44,24,45,103
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/06/2016 - Isiah Brown,12,876,73,73,193,610,5.84704,11,18,47,25,74,162
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/07/2016 - Isiah Brown,12,745,70,70,150,525,6.39453,19,19,57,18,37,99
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/10/2016 - Isiah Brown,12,940,66,66,168,706,5.87209,9,16,77,21,48,129
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/11/2016 - Isiah Brown,12,863,89,89,163,611,6.44475,13,21,66,29,52,122
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/12/2016 - Isiah Brown,12,987,88,88,214,685,7.22456,12,21,70,32,69,119
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/14/2016 - Isiah Brown,12,1077,84,84,174,819,5.64208,11,15,82,37,68,160
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/15/2016 - Isiah Brown,12,914,75,75,183,656,6.81004,14,20,71,18,49,153
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/17/2016 - Isiah Brown,12,790,104,104,180,506,6.55749,29,35,61,33,49,102
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/18/2016 - Isiah Brown,12,855,73,73,162,620,6.04893,12,21,75,25,40,106
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/20/2016 - Isiah Brown,12,865,70,70,179,616,6.59079,14,30,72,16,43,108
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/21/2016 - Isiah Brown,12,748,59,59,133,556,5.77895,12,12,54,21,37,109
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/22/2016 - Isiah Brown,12,0,0,0,0,0,0,0,0,0,0,0,0
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/24/2016 - Isiah Brown,12,849,97,97,151,601,6.9704,23,19,62,23,34,140
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/25/2016 - Isiah Brown,12,1017,90,90,186,741,6.80828,17,35,72,29,47,151
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/27/2016 - Isiah Brown,12,909,85,85,157,667,6.51108,24,22,84,21,49,121
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/28/2016 - Isiah Brown,12,743,43,43,125,575,5.32193,4,12,52,18,33,109
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/29/2016 - Isiah Brown,12,1152,90,90,214,848,5.4748,15,34,93,22,60,197
0c25034b-847c-44f5-b0cd-6a419ddd47ce,10/31/2016 - Isiah Brown,12,917,88,88,199,630,7.66456,21,16,85,26,55,130
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/01/2016 - Isiah Brown,12,801,85,85,155,561,6.60563,19,34,60,23,32,110
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/02/2016 - Isiah Brown,12,886,77,77,155,654,5.77073,20,16,60,15,50,128
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/03/2016 - Isiah Brown,12,638,52,52,108,478,4.82273,8,21,34,18,40,56
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/04/2016 - Isiah Brown,12,573,49,49,101,423,4.77566,11,16,51,10,26,78
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/07/2016 - Isiah Brown,12,814,78,78,152,584,7.30087,12,21,67,22,33,115
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/08/2016 - Isiah Brown,12,886,79,79,178,629,5.27098,16,21,60,16,48,140
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/09/2016 - Isiah Brown,12,895,58,58,178,659,6.10862,9,24,66,19,66,119
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/10/2016 - Isiah Brown,12,648,48,48,113,487,5.11745,5,16,49,15,28,114
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/11/2016 - Isiah Brown,12,687,50,50,133,504,4.4083,8,20,67,14,52,109
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/12/2016 - Isiah Brown,12,353,29,29,57,267,4.21421,9,6,25,5,17,59
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/13/2016 - Isiah Brown,12,675,43,43,118,514,4.76327,4,7,53,17,42,103
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/14/2016 - Isiah Brown,12,600,45,45,92,463,3.58388,9,20,81,13,27,124
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/15/2016 - Isiah Brown,12,343,28,28,68,247,4.51321,7,10,32,10,23,78
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/16/2016 - Isiah Brown,12,580,19.5,39,89,452,2.55508,7,16,55,11,25,118
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/19/2016 - Isiah Brown,12,576,34,34,108,434,4.00371,5,16,53,15,30,82
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/20/2016 - Isiah Brown,12,620,57,57,109,454,4.28374,6,13,41,25,45,99
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/21/2016 - Isiah Brown,12,997,33,66,181,750,4.81953,12,25,77,24,61,165
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/22/2016 - Isiah Brown,12,462,29,29,85,348,3.12232,10,11,44,7,30,82
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/24/2016 - Isiah Brown,12,678,48,48,123,507,5.54322,7,10,48,22,46,104
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/25/2016 - Isiah Brown,12,5,3,3,0,2,0.125,0,0,0,3,0,0
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/27/2016 - Isiah Brown,12,902,61,61,170,671,5.88197,12,19,69,17,70,148
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/28/2016 - Isiah Brown,12,447,41,41,67,339,2.67665,6,7,39,13,24,87
0c25034b-847c-44f5-b0cd-6a419ddd47ce,11/30/2016 - Isiah Brown,12,754,70,70,141,543,6.9585,12,20,67,27,36,120
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/01/2016 - Isiah Brown,12,692,51,51,124,517,5.58619,8,13,63,20,39,98
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/02/2016 - Isiah Brown,12,732,57,57,126,549,6.19569,5,16,52,29,46,117
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/03/2016 - Isiah Brown,12,672,49,49,120,503,3.84004,7,16,79,14,36,105
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/06/2016 - Isiah Brown,12,808,66,66,148,594,6.34611,11,33,85,25,51,127
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/07/2016 - Isiah Brown,12,501,30,30,91,380,4.6993,3,7,31,12,45,68
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/09/2016 - Isiah Brown,12,875,70,70,141,664,5.8662,18,18,76,22,44,147
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/10/2016 - Isiah Brown,12,737,53,53,137,547,5.79687,6,13,51,24,57,119
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/11/2016 - Isiah Brown,12,740,75,75,140,525,4.30693,23,25,78,17,34,121
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/13/2016 - Isiah Brown,12,714,30,30,134,550,5.62168,5,14,51,11,44,126
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/14/2016 - Isiah Brown,12,467,19,19,80,368,2.76332,4,14,46,8,28,90
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/15/2016 - Isiah Brown,12,600,54,54,142,404,5.14798,7,15,47,23,39,76
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/16/2016 - Isiah Brown,12,606,53,53,125,428,6.201,4,9,42,20,39,95
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/17/2016 - Isiah Brown,12,1377,71.5,143,296,938,5.78574,22,36,112,28,99,235
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/19/2016 - Isiah Brown,12,782,68,68,135,579,6.5929,9,12,41,31,51,148
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/20/2016 - Isiah Brown,12,937,79,79,154,704,5.6446,15,17,92,23,51,166
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/21/2016 - Isiah Brown,12,567,45,45,120,402,4.96725,4,8,35,32,59,81
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/22/2016 - Isiah Brown,12,699,44,44,133,522,3.92698,12,18,68,11,44,115
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/25/2016 - Isiah Brown,12,946,77,77,181,688,6.19889,8,20,88,32,55,175
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/26/2016 - Isiah Brown,12,898,26,52,152,694,5.72542,10,14,55,22,60,175
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/27/2016 - Isiah Brown,12,689,56,56,108,525,3.80664,15,13,72,14,34,146
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/28/2016 - Isiah Brown,12,635,25,25,126,484,5.08248,1,18,48,11,47,136
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/29/2016 - Isiah Brown,12,683,38,38,128,517,5.67397,4,23,54,14,40,107
0c25034b-847c-44f5-b0cd-6a419ddd47ce,12/30/2016 - Isiah Brown,12,293,15,15,54,224,4.5308,3,4,10,8,26,52
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/01/2017 - Isiah Brown,12,706,94,94,138,474,7.40644,24,19,57,31,39,101
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/02/2017 - Isiah Brown,12,1213,117,117,285,811,7.19736,17,22,110,38,120,172
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/03/2017 - Isiah Brown,12,823,56,56,198,569,5.38855,11,14,46,23,66,127
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/04/2017 - Isiah Brown,12,0,0,0,0,0,0,0,0,0,0,0,0
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/05/2017 - Isiah Brown,12,270,11,11,28,231,1.66667,2,4,21,5,10,86
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/07/2017 - Isiah Brown,12,885,30.5,61,176,648,5.32956,2,18,48,30,53,138
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/08/2017 - Isiah Brown,12,396,31,31,67,298,2.40001,3,5,27,12,23,80
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/10/2017 - Isiah Brown,12,609,45,45,117,447,5.71169,4,14,48,17,33,89
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/11/2017 - Isiah Brown,12,927,77,77,189,661,6.35145,10,21,65,39,53,144
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/12/2017 - Isiah Brown,12,1097,46,92,193,812,4.75443,13,18,88,45,76,223
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/13/2017 - Isiah Brown,12,301,31,31,64,206,5.7036,1,6,19,26,27,42
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/14/2017 - Isiah Brown,12,648,63,63,118,467,5.18938,11,18,35,21,34,111
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/15/2017 - Isiah Brown,12,912,42.5,85,192,635,3.98878,16,33,69,29,55,169
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/17/2017 - Isiah Brown,12,863,78,78,204,581,6.70519,14,33,83,33,68,125
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/18/2017 - Isiah Brown,12,826,84,84,137,605,5.65983,15,18,83,27,32,145
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/20/2017 - Isiah Brown,12,896,85,85,146,665,5.39468,17,20,71,27,57,168
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/21/2017 - Isiah Brown,12,718,62,62,163,493,5.15338,15,23,46,24,34,92
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/22/2017 - Isiah Brown,12,570,59,59,104,407,3.29481,12,15,52,18,32,105
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/24/2017 - Isiah Brown,12,760,58,58,167,535,5.45882,6,10,61,27,71,120
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/25/2017 - Isiah Brown,12,876,81,81,174,621,5.85098,12,20,63,34,46,144
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/26/2017 - Isiah Brown,12,707,59,59,143,505,3.99436,10,14,66,17,37,105
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/28/2017 - Isiah Brown,12,893,59,59,159,675,6.7316,6,13,63,16,47,134
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/30/2017 - Isiah Brown,12,376,15,15,110,251,6.01626,6,8,40,6,26,36
0c25034b-847c-44f5-b0cd-6a419ddd47ce,01/31/2017 - Isiah Brown,12,821,52,52,152,617,6.34652,6,9,61,31,56,144
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/01/2017 - Isiah Brown,12,1127,98,98,241,788,6.51949,15,28,72,32,91,164
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/03/2017 - Isiah Brown,12,673,56,56,166,451,7.19696,6,15,45,23,64,106
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/04/2017 - Isiah Brown,12,800,84,84,182,534,6.09119,6,14,48,38,74,132
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/05/2017 - Isiah Brown,12,688,43,43,131,514,6.735,6,17,55,14,44,94
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/06/2017 - Isiah Brown,12,877,73,73,171,633,6.19724,10,14,62,28,51,117
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/08/2017 - Isiah Brown,12,518,45,45,118,355,8.94486,2,15,42,14,37,69
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/10/2017 - Isiah Brown,12,0,0,0,0,0,0,0,0,0,0,0,0
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/11/2017 - Isiah Brown,12,847,39,39,150,658,6.82455,6,21,65,15,65,147
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/12/2017 - Isiah Brown,12,781,56,56,163,562,5.00643,7,25,78,19,51,137
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/13/2017 - Isiah Brown,12,516,55,55,113,348,7.92726,9,12,30,19,38,76
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/14/2017 - Isiah Brown,12,845,71,71,178,596,5.19774,17,21,65,19,56,139
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/15/2017 - Isiah Brown,12,660,71,71,116,473,3.70788,12,15,52,21,47,104
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/16/2017 - Isiah Brown,12,496,55,55,96,345,6.97423,15,14,42,17,20,70
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/17/2017 - Isiah Brown,12,692,64,64,124,504,4.79337,8,12,44,25,38,117
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/18/2017 - Isiah Brown,12,520,34,34,105,381,3.05584,5,11,37,11,46,118
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/19/2017 - Isiah Brown,12,435,32,32,83,320,5.09731,10,8,43,9,20,63
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/20/2017 - Isiah Brown,12,701,59,59,135,507,5.46237,6,19,48,31,37,109
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/21/2017 - Isiah Brown,12,730,28,56,128,546,3.94596,12,27,64,16,38,156
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/23/2017 - Isiah Brown,12,757,100,100,146,511,5.22253,17,26,86,29,39,109
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/24/2017 - Isiah Brown,12,757,65,65,137,555,5.25809,9,16,66,26,49,113
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/25/2017 - Isiah Brown,12,638,17.5,35,103,500,2.81782,7,16,48,11,51,145
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/27/2017 - Isiah Brown,12,1056,95,95,239,722,7.12747,8,26,82,36,82,174
0c25034b-847c-44f5-b0cd-6a419ddd47ce,02/28/2017 - Isiah Brown,12,0,0,0,0,0,0,0,0,0,0,0,0
0c25034b-847c-44f5-b0cd-6a419ddd47ce,03/01/2017 - Isiah Brown,12,226,8,8,31,187,1.31396,3,4,18,3,13,81
0c25034b-847c-44f5-b0cd-6a419ddd47ce,03/03/2017 - Isiah Brown,12,711,67,67,139,505,5.27964,6,15,65,27,38,122
0c25034b-847c-44f5-b0cd-6a419ddd47ce,03/04/2017 - Isiah Brown,12,671,47,47,137,487,5.67429,5,8,53,15,51,139
0c25034b-847c-44f5-b0cd-6a419ddd47ce,03/05/2017 - Isiah Brown,12,304,19,19,53,232,1.78178,1,4,28,11,17,96
0c25034b-847c-44f5-b0cd-6a419ddd47ce,03/07/2017 - Isiah Brown,12,466,57,57,91,318,3.10667,13,6,24,19,31,77
0c25034b-847c-44f5-b0cd-6a419ddd47ce,03/08/2017 - Isiah Brown,12,704,52,52,158,494,5.79431,5,12,54,24,76,121
0c25034b-847c-44f5-b0cd-6a419ddd47ce,03/09/2017 - Isiah Brown,12,596,24,48,106,442,3.21237,11,21,55,11,35,103
0c25034b-847c-44f5-b0cd-6a419ddd47ce,03/10/2017 - Isiah Brown,12,411,40,40,61,310,3.288,9,3,48,18,23,85
0c25034b-847c-44f5-b0cd-6a419ddd47ce,03/11/2017 - Isiah Brown,12,297,22,22,53,222,2.75,5,4,25,8,16,44
0c25034b-847c-44f5-b0cd-6a419ddd47ce,03/13/2017 - Isiah Brown,12,405,35,35,65,305,3.09161,5,6,40,10,31,73
0c25034b-847c-44f5-b0cd-6a419ddd47ce,03/14/2017 - Isiah Brown,12,1,1,1,0,0,0.00806,0,0,0,1,0,0
0c25034b-847c-44f5-b0cd-6a419ddd47ce,03/15/2017 - Isiah Brown,12,309,21,21,53,235,2.98554,4,7,22,10,17,49
0c25034b-847c-44f5-b0cd-6a419ddd47ce,03/16/2017 - Isiah Brown,12,311,18,18,44,249,2.42969,3,9,45,4,12,77
0c25034b-847c-44f5-b0cd-6a419ddd47ce,03/17/2017 - Isiah Brown,12,496,36,36,96,364,5.42082,1,4,27,13,39,94
0c25034b-847c-44f5-b0cd-6a419ddd47ce,03/18/2017 - Isiah Brown,12,356,28,28,50,278,2.23198,8,4,42,7,19,88
0c25034b-847c-44f5-b0cd-6a419ddd47ce,04/17/2017 - Isiah Brown,12,513,39,39,134,340,10.26,2,11,36,24,59,79
0c25034b-847c-44f5-b0cd-6a419ddd47ce,04/18/2017 - Isiah Brown,12,564,41,41,150,373,3.61925,11,37,74,17,54,75
0c25034b-847c-44f5-b0cd-6a419ddd47ce,04/20/2017 - Isiah Brown,12,462,46,46,102,314,4.01565,9,6,36,12,33,78
0c25034b-847c-44f5-b0cd-6a419ddd47ce,04/24/2017 - Isiah Brown,12,564,58,58,105,401,3.78185,13,18,46,23,35,96
0c25034b-847c-44f5-b0cd-6a419ddd47ce,04/25/2017 - Isiah Brown,12,537,38,38,124,375,3.49761,4,14,55,15,50,118
0c25034b-847c-44f5-b0cd-6a419ddd47ce,04/27/2017 - Isiah Brown,12,580,72,72,140,368,7.19603,5,21,57,36,52,89
0c25034b-847c-44f5-b0cd-6a419ddd47ce,05/01/2017 - Isiah Brown,12,656,81,81,129,446,1.3679,14,26,86,28,42,95
0c25034b-847c-44f5-b0cd-6a419ddd47ce,05/02/2017 - Isiah Brown,12,611,65,65,151,395,3.52703,7,19,59,21,63,76
0c25034b-847c-44f5-b0cd-6a419ddd47ce,05/04/2017 - Isiah Brown,12,618,61,61,129,428,6.3865,7,20,62,18,44,107
0c25034b-847c-44f5-b0cd-6a419ddd47ce,05/08/2017 - Isiah Brown,12,525,28,28,99,398,6.38557,3,15,58,14,51,82
0c25034b-847c-44f5-b0cd-6a419ddd47ce,05/09/2017 - Isiah Brown,12,685,70,70,136,479,3.65496,9,15,65,31,42,72
0c25034b-847c-44f5-b0cd-6a419ddd47ce,05/11/2017 - Isiah Brown,12,19,2,2,4,13,0.04806,0,0,3,1,1,0
0c25034b-847c-44f5-b0cd-6a419ddd47ce,05/15/2017 - Isiah Brown,12,542,58,58,109,375,1.00865,8,10,44,22,45,91
0c25034b-847c-44f5-b0cd-6a419ddd47ce,05/16/2017 - Isiah Brown,12,534,84,84,122,328,3.61055,12,17,45,26,35,50
0c25034b-847c-44f5-b0cd-6a419ddd47ce,05/18/2017 - Isiah Brown,12,580,47,47,125,408,1.92489,7,26,60,20,35,82
0c25034b-847c-44f5-b0cd-6a419ddd47ce,05/22/2017 - Isiah Brown,12,407,25,25,99,283,2.61933,1,4,17,18,50,81
0c25034b-847c-44f5-b0cd-6a419ddd47ce,05/23/2017 - Isiah Brown,12,435,52,52,115,268,3.10788,4,10,37,34,70,71
0c25034b-847c-44f5-b0cd-6a419ddd47ce,05/25/2017 - Isiah Brown,12,377,34,34,65,278,3.43978,12,10,45,8,27,69
0c25034b-847c-44f5-b0cd-6a419ddd47ce,06/20/2017 - Isiah Brown,12,671,51,51,131,489,5.17606,7,18,55,17,48,122
0c25034b-847c-44f5-b0cd-6a419ddd47ce,06/22/2017 - Isiah Brown,12,378,32,32,66,280,3.71904,7,8,29,8,23,72
0c25034b-847c-44f5-b0cd-6a419ddd47ce,06/26/2017 - Isiah Brown,12,681,66,66,149,466,6.0886,12,11,58,17,44,119
0c25034b-847c-44f5-b0cd-6a419ddd47ce,06/27/2017 - Isiah Brown,12,682,59,59,146,477,5.63867,8,20,46,17,45,115
0c25034b-847c-44f5-b0cd-6a419ddd47ce,06/29/2017 - Isiah Brown,12,627,62,62,133,432,5.13482,8,18,53,17,36,121
0c25034b-847c-44f5-b0cd-6a419ddd47ce,06/30/2017 - Isiah Brown,12,507,58,58,91,358,5.32794,13,10,39,20,25,86
0c25034b-847c-44f5-b0cd-6a419ddd47ce,07/06/2017 - Isiah Brown,12,354,42,42,79,233,2.83288,6,7,28,18,30,56
