Player,Player_ID,Opponent,Date,Start?,min,FGM,FGA,pct,3FG,3FGA,pct,FTM,FTA,pct,combo_shots_made,combo_shots_attempt,combo_shots_percent,off,def,tot,avg,pf,AST,T/O,BLK,STl,PTS,avg
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Penn State,1/5/2018,NULL,16.00,2.00,3.00,0.67,2.00,2.00,1.00,0.00,0.00,0.00,4.00,5.00,0.80,0.00,2.00,2.00,1.00,0.00,0.00,1.00,0.00,0.00,6.00,2.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Minnesota,1/10/2018,NULL,13.00,1.00,2.00,0.50,1.00,1.00,1.00,0.00,0.00,0.00,2.00,3.00,0.67,0.00,0.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,3.00,2.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Indiana,1/14/2018,NULL,14.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,2.00,1.00,1.00,1.00,2.00,0.00,0.00,0.00,2.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Ohio State,1/17/2018,NULL,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,2.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Penn State,1/20/2018,NULL,6.00,2.00,2.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,3.00,4.00,0.75,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,5.00,2.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Minnesota,1/23/2018,NULL,8.00,1.00,3.00,0.33,1.00,2.00,0.50,0.00,0.00,0.00,2.00,5.00,0.40,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,2.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Michigan,1/29/2018,NULL,12.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,1.00,3.00,0.00,1.00,0.00,0.00,0.00,2.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Wisconsin,2/1/2018,NULL,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,2.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Michigan,2/6/2018,NULL,9.00,1.00,2.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.50,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,2.00,2.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Total,NULL,NULL,317.00,19.00,52.00,0.37,11.00,1.00,0.32,3.00,5.00,0.60,33.00,58.00,0.57,3.00,26.00,29.00,1.00,25.00,18.00,13.00,0.00,14.00,52.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Loyola (Md.),11/10/2017,NULL,10.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,5.00,5.00,5.00,4.00,1.00,1.00,2.00,0.00,0.00,0.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Saint Peter's,11/13/2017,NULL,3.00,1.00,2.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.50,0.00,1.00,1.00,3.00,0.00,0.00,2.00,1.00,0.00,2.00,1.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Creighton,11/15/2017,NULL,9.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,6.00,0.50,3.00,7.00,0.43,1.00,2.00,3.00,3.00,1.00,0.00,0.00,0.00,0.00,3.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,La Salle,11/18/2017,NULL,14.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,3.00,3.00,3.00,4.00,0.00,0.00,3.00,0.00,2.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Texas Tech,11/19/2017,NULL,17.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,5.00,0.20,2.00,0.00,2.00,3.00,1.00,0.00,1.00,0.00,0.00,2.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Sacred Heart,11/24/2017,NULL,15.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00,2.00,3.00,0.67,0.00,2.00,2.00,3.00,3.00,0.00,1.00,1.00,0.00,2.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Georgia Tech,11/28/2017,NULL,9.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Illinois,12/1/2017,NULL,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Purdue,12/3/2017,NULL,10.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,2.00,3.00,2.00,1.00,0.00,0.00,2.00,1.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Chicago State,12/11/2017,NULL,16.00,1.00,2.00,0.50,0.00,0.00,0.00,2.00,2.00,1.00,3.00,4.00,0.75,0.00,3.00,3.00,2.00,3.00,0.00,2.00,1.00,1.00,4.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Valparaiso,12/14/2017,NULL,11.00,1.00,3.00,0.33,0.00,0.00,0.00,1.00,2.00,0.50,2.00,5.00,0.40,1.00,1.00,2.00,2.00,5.00,0.00,1.00,0.00,1.00,3.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,DePaul,12/16/2017,NULL,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Lewis,12/19/2017,NULL,14.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,5.00,0.80,4.00,5.00,0.80,3.00,2.00,5.00,2.00,5.00,0.00,1.00,2.00,1.00,4.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Oklahoma,12/22/2017,NULL,14.00,2.00,4.00,0.50,0.00,0.00,0.00,0.00,1.00,0.00,2.00,5.00,0.40,2.00,3.00,5.00,2.00,3.00,3.00,0.00,1.00,0.00,4.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Brown,12/30/2017,NULL,6.00,2.00,2.00,1.00,0.00,0.00,0.00,2.00,2.00,1.00,4.00,4.00,1.00,0.00,1.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,6.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Nebraska,1/2/2018,NULL,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Penn State,1/5/2018,NULL,12.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,0.00,1.00,0.00,0.00,2.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Minnesota,1/10/2018,NULL,8.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00,0.00,1.00,1.00,2.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Indiana,1/14/2018,NULL,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,1.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00,0.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Ohio State,1/17/2018,NULL,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,1.00,1.00,2.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Penn State,1/20/2018,NULL,6.00,1.00,2.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.50,2.00,0.00,2.00,2.00,2.00,0.00,0.00,0.00,1.00,2.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Minnesota,1/23/2018,NULL,11.00,1.00,2.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.50,0.00,1.00,1.00,2.00,4.00,0.00,1.00,1.00,2.00,2.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Michigan,1/29/2018,NULL,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,1.00,1.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Wisconsin,2/1/2018,NULL,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Michigan,2/6/2018,NULL,11.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,0.00,1.00,2.00,2.00,1.00,0.00,0.00,0.00,2.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Maryland,2/10/2018,NULL,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Rutgers,2/13/2018,NULL,4.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,2.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Michigan State,2/17/2018,NULL,13.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,4.00,2.00,0.00,0.00,0.00,0.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Maryland,2/19/2018,NULL,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,1.00,1.00,2.00,2.00,0.00,2.00,0.00,0.00,0.00,1.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Wisconsin,2/22/2018,NULL,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,1.00,1.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Iowa,2/25/2018,NULL,25.00,4.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,1.00,3.00,7.00,10.00,2.00,4.00,2.00,1.00,3.00,1.00,8.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Penn State,3/1/2018,Yes,30.00,4.00,5.00,0.80,0.00,0.00,0.00,1.00,2.00,0.50,5.00,7.00,0.71,4.00,5.00,9.00,2.00,2.00,1.00,0.00,3.00,0.00,9.00,2.00
Barret Benson,84e62cde-4aaa-4da8-b1b4-e845d29177e0,Total,NULL,NULL,306.00,2.00,8.00,0.55,0.00,1.00,0.00,17.00,32.00,0.53,19.00,41.00,0.46,22.00,48.00,70.00,2.00,68.00,14.00,18.00,18.00,7.00,59.00,2.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Loyola (Md.),11/10/2017,Yes,38.00,4.00,13.00,0.31,0.00,5.00,0.00,8.00,8.00,1.00,12.00,26.00,0.46,2.00,2.00,4.00,4.00,1.00,7.00,4.00,1.00,3.00,16.00,16.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Saint Peter's,11/13/2017,Yes,37.00,5.00,9.00,0.56,1.00,2.00,0.50,6.00,6.00,1.00,12.00,17.00,0.71,0.00,7.00,7.00,6.00,2.00,3.00,2.00,1.00,0.00,17.00,17.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Creighton,11/15/2017,Yes,40.00,11.00,20.00,0.55,2.00,3.00,0.67,0.00,0.00,0.00,13.00,23.00,0.57,2.00,2.00,4.00,5.00,1.00,9.00,1.00,0.00,0.00,24.00,19.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,La Salle,11/18/2017,Yes,34.00,8.00,15.00,0.53,5.00,6.00,0.83,0.00,0.00,0.00,13.00,21.00,0.62,0.00,1.00,1.00,4.00,1.00,7.00,2.00,0.00,0.00,21.00,20.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Texas Tech,11/19/2017,Yes,32.00,1.00,8.00,0.13,0.00,3.00,0.00,3.00,3.00,1.00,4.00,14.00,0.29,0.00,2.00,2.00,4.00,2.00,3.00,5.00,0.00,0.00,5.00,17.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Sacred Heart,11/24/2017,Yes,31.00,3.00,10.00,0.30,1.00,5.00,0.20,2.00,2.00,1.00,6.00,17.00,0.35,0.00,4.00,4.00,4.00,3.00,6.00,3.00,0.00,1.00,9.00,15.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Georgia Tech,11/28/2017,Yes,39.00,8.00,18.00,0.44,2.00,5.00,0.40,0.00,0.00,0.00,10.00,23.00,0.43,2.00,4.00,6.00,4.00,3.00,5.00,1.00,0.00,0.00,18.00,16.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Illinois,12/1/2017,Yes,42.00,5.00,14.00,0.36,2.00,4.00,0.50,2.00,3.00,0.67,9.00,21.00,0.43,0.00,3.00,3.00,4.00,2.00,6.00,6.00,0.00,1.00,14.00,16.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Purdue,12/3/2017,Yes,36.00,2.00,8.00,0.25,1.00,5.00,0.20,0.00,0.00,0.00,3.00,13.00,0.23,1.00,2.00,3.00,4.00,1.00,5.00,2.00,0.00,0.00,5.00,14.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Chicago State,12/11/2017,Yes,20.00,2.00,6.00,0.33,1.00,4.00,0.25,4.00,4.00,1.00,7.00,14.00,0.50,0.00,0.00,0.00,3.00,0.00,7.00,0.00,0.00,1.00,9.00,14.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Valparaiso,12/14/2017,Yes,25.00,4.00,7.00,0.57,0.00,2.00,0.00,0.00,0.00,0.00,4.00,9.00,0.44,0.00,2.00,2.00,3.00,1.00,5.00,1.00,0.00,2.00,8.00,13.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,DePaul,12/16/2017,Yes,38.00,2.00,17.00,0.12,0.00,6.00,0.00,0.00,0.00,0.00,2.00,23.00,0.09,1.00,0.00,1.00,3.00,3.00,7.00,0.00,0.00,0.00,4.00,13.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Lewis,12/19/2017,Yes,26.00,8.00,14.00,0.57,6.00,11.00,0.55,2.00,2.00,1.00,16.00,27.00,0.59,0.00,1.00,1.00,3.00,1.00,7.00,1.00,0.00,0.00,24.00,13.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Oklahoma,12/22/2017,Yes,27.00,4.00,13.00,0.31,2.00,6.00,0.33,2.00,2.00,1.00,8.00,21.00,0.38,0.00,0.00,0.00,3.00,2.00,2.00,2.00,0.00,0.00,12.00,13.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Brown,12/30/2017,Yes,21.00,6.00,8.00,0.75,1.00,1.00,1.00,0.00,0.00,0.00,7.00,9.00,0.78,0.00,0.00,0.00,3.00,0.00,3.00,3.00,0.00,0.00,13.00,13.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Penn State,1/5/2018,Yes,34.00,6.00,14.00,0.43,4.00,6.00,0.67,2.00,2.00,1.00,12.00,22.00,0.55,2.00,1.00,3.00,3.00,3.00,4.00,5.00,0.00,2.00,18.00,14.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Minnesota,1/10/2018,Yes,34.00,4.00,13.00,0.31,0.00,4.00,0.00,3.00,4.00,0.75,7.00,21.00,0.33,1.00,4.00,5.00,3.00,0.00,16.00,0.00,1.00,1.00,11.00,13.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Indiana,1/14/2018,Yes,24.00,2.00,8.00,0.25,1.00,2.00,0.50,2.00,2.00,1.00,5.00,12.00,0.42,0.00,3.00,3.00,3.00,1.00,2.00,3.00,0.00,0.00,7.00,13.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Ohio State,1/17/2018,Yes,38.00,4.00,14.00,0.29,2.00,7.00,0.29,0.00,0.00,0.00,6.00,21.00,0.29,0.00,1.00,1.00,3.00,1.00,5.00,2.00,0.00,0.00,10.00,13.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Penn State,1/20/2018,Yes,34.00,5.00,16.00,0.31,0.00,4.00,0.00,0.00,1.00,0.00,5.00,21.00,0.24,0.00,4.00,4.00,3.00,0.00,4.00,3.00,0.00,0.00,10.00,13.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Minnesota,1/23/2018,Yes,32.00,7.00,13.00,0.54,2.00,6.00,0.33,2.00,4.00,0.50,11.00,23.00,0.48,0.00,1.00,1.00,3.00,2.00,3.00,1.00,0.00,1.00,18.00,13.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Michigan,1/29/2018,Yes,35.00,3.00,10.00,0.30,0.00,2.00,0.00,0.00,1.00,0.00,3.00,13.00,0.23,0.00,3.00,3.00,3.00,4.00,5.00,3.00,0.00,0.00,6.00,13.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Wisconsin,2/1/2018,Yes,32.00,2.00,8.00,0.25,0.00,1.00,0.00,6.00,6.00,1.00,8.00,15.00,0.53,0.00,1.00,1.00,3.00,2.00,4.00,7.00,0.00,1.00,10.00,13.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Michigan,2/6/2018,Yes,35.00,8.00,11.00,0.73,3.00,3.00,1.00,5.00,7.00,0.71,16.00,21.00,0.76,2.00,1.00,3.00,3.00,3.00,5.00,1.00,0.00,0.00,24.00,13.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Maryland,2/10/2018,Yes,28.00,0.00,5.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,1.00,1.00,3.00,3.00,1.00,3.00,0.00,0.00,0.00,13.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Rutgers,2/13/2018,Yes,14.00,1.00,5.00,0.20,0.00,2.00,0.00,0.00,0.00,0.00,1.00,7.00,0.14,0.00,1.00,1.00,3.00,1.00,5.00,2.00,0.00,0.00,2.00,12.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Wisconsin,2/22/2018,Yes,38.00,8.00,17.00,0.47,2.00,4.00,0.50,0.00,0.00,0.00,10.00,21.00,0.48,0.00,3.00,3.00,3.00,2.00,6.00,6.00,0.00,0.00,18.00,12.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Iowa,2/25/2018,Yes,7.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,2.00,0.00,1.00,3.00,0.00,0.00,2.00,12.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Penn State,3/1/2018,Yes,38.00,3.00,12.00,0.25,1.00,6.00,0.17,0.00,1.00,0.00,4.00,19.00,0.21,0.00,2.00,2.00,2.00,1.00,6.00,2.00,0.00,0.00,7.00,12.00
Bryant McIntosh,0313794b-101c-4708-ba1c-abb967de4325,Total,NULL,NULL,909.00,127.00,327.00,0.39,39.00,117.00,0.33,49.00,58.00,0.85,215.00,502.00,0.43,13.00,56.00,69.00,2.00,46.00,149.00,74.00,3.00,13.00,342.00,12.00
Tino Malnati,288470a7-76d2-4d55-869a-5d4cd9dc7854,Sacred Heart,11/24/2017,NULL,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tino Malnati,288470a7-76d2-4d55-869a-5d4cd9dc7854,Chicago State,12/11/2017,NULL,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Tino Malnati,288470a7-76d2-4d55-869a-5d4cd9dc7854,Valparaiso,12/14/2017,NULL,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,2.00,2.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
Tino Malnati,288470a7-76d2-4d55-869a-5d4cd9dc7854,Lewis,12/19/2017,NULL,4.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
Tino Malnati,288470a7-76d2-4d55-869a-5d4cd9dc7854,Indiana,1/14/2018,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tino Malnati,288470a7-76d2-4d55-869a-5d4cd9dc7854,Maryland,2/10/2018,NULL,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
Tino Malnati,288470a7-76d2-4d55-869a-5d4cd9dc7854,Wisconsin,2/22/2018,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tino Malnati,288470a7-76d2-4d55-869a-5d4cd9dc7854,Iowa,2/25/2018,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tino Malnati,288470a7-76d2-4d55-869a-5d4cd9dc7854,Penn State,3/1/2018,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tino Malnati,288470a7-76d2-4d55-869a-5d4cd9dc7854,Total,NULL,NULL,12.00,0.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,NULL,0.00,5.00,0.00,0.00,2.00,2.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,La Salle,11/18/2017,NULL,18.00,3.00,5.00,0.60,3.00,5.00,0.60,2.00,2.00,1.00,8.00,12.00,0.67,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,11.00,11.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Texas Tech,11/19/2017,NULL,16.00,2.00,6.00,0.33,1.00,4.00,0.25,2.00,3.00,0.67,5.00,13.00,0.38,1.00,0.00,1.00,1.00,2.00,0.00,3.00,0.00,1.00,7.00,9.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Sacred Heart,11/24/2017,NULL,16.00,2.00,5.00,0.40,1.00,4.00,0.25,0.00,0.00,0.00,3.00,9.00,0.33,0.00,3.00,3.00,2.00,0.00,4.00,0.00,0.00,1.00,5.00,8.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Georgia Tech,11/28/2017,NULL,17.00,1.00,8.00,0.13,0.00,7.00,0.00,0.00,0.00,0.00,1.00,15.00,0.07,0.00,1.00,1.00,2.00,2.00,0.00,0.00,0.00,0.00,2.00,6.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Illinois,12/1/2017,Yes,22.00,1.00,6.00,0.17,1.00,4.00,0.25,4.00,4.00,1.00,6.00,14.00,0.43,0.00,1.00,1.00,1.00,5.00,2.00,5.00,0.00,0.00,7.00,6.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Purdue,12/3/2017,Yes,12.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Chicago State,12/11/2017,Yes,19.00,5.00,9.00,0.56,4.00,8.00,0.50,1.00,1.00,1.00,10.00,18.00,0.56,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,15.00,7.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Valparaiso,12/14/2017,Yes,15.00,2.00,4.00,0.50,2.00,2.00,1.00,0.00,0.00,0.00,4.00,6.00,0.67,0.00,1.00,1.00,1.00,0.00,2.00,0.00,2.00,0.00,6.00,7.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,DePaul,12/16/2017,Yes,12.00,0.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,1.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Lewis,12/19/2017,Yes,18.00,2.00,6.00,0.33,2.00,4.00,0.50,0.00,0.00,0.00,4.00,10.00,0.40,0.00,3.00,3.00,2.00,1.00,1.00,1.00,0.00,1.00,6.00,6.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Oklahoma,12/22/2017,Yes,21.00,4.00,8.00,0.50,4.00,7.00,0.57,0.00,0.00,0.00,8.00,15.00,0.53,1.00,1.00,2.00,2.00,3.00,0.00,1.00,0.00,0.00,12.00,7.00
