Player,Player_ID,Opponent,Date,Start?,min,FGM,FGA,pct,3FG,3FGA,pct,FTM,FTA,pct,combo_shots_made,combo_shots_attempt,combo_shots_percent,off,def,tot,avg,pf,AST,T/O,BLK,STl,PTS,avg
Anthony Gaines,f7964398-11c7-4287-9578-2698d6240e00,Ohio State,1/17/2018,NULL,20.00,3.00,5.00,0.60,2.00,4.00,0.50,2.00,4.00,0.50,7.00,13.00,0.54,0.00,0.00,0.00,2.00,1.00,1.00,0.00,0.00,3.00,10.00,4.00
Anthony Gaines,f7964398-11c7-4287-9578-2698d6240e00,Penn State,1/20/2018,NULL,26.00,2.00,4.00,0.50,0.00,0.00,0.00,2.00,2.00,1.00,4.00,6.00,0.67,2.00,1.00,3.00,2.00,4.00,2.00,1.00,1.00,1.00,6.00,4.00
Anthony Gaines,f7964398-11c7-4287-9578-2698d6240e00,Minnesota,1/23/2018,NULL,15.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,2.00,2.00,2.00,1.00,2.00,0.00,0.00,0.00,4.00
Anthony Gaines,f7964398-11c7-4287-9578-2698d6240e00,Michigan,1/29/2018,NULL,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,2.00,2.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00
Anthony Gaines,f7964398-11c7-4287-9578-2698d6240e00,Wisconsin,2/1/2018,NULL,8.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00,3.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,3.00
Anthony Gaines,f7964398-11c7-4287-9578-2698d6240e00,Michigan,2/6/2018,NULL,4.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
Anthony Gaines,f7964398-11c7-4287-9578-2698d6240e00,Maryland,2/10/2018,NULL,17.00,0.00,1.00,0.00,0.00,1.00,0.00,4.00,4.00,1.00,4.00,6.00,0.67,1.00,3.00,4.00,2.00,2.00,0.00,3.00,0.00,0.00,4.00,3.00
Anthony Gaines,f7964398-11c7-4287-9578-2698d6240e00,Rutgers,2/13/2018,NULL,30.00,2.00,3.00,0.67,1.00,1.00,1.00,1.00,2.00,0.50,4.00,6.00,0.67,0.00,2.00,2.00,2.00,3.00,1.00,0.00,1.00,1.00,6.00,3.00
Anthony Gaines,f7964398-11c7-4287-9578-2698d6240e00,Michigan State,2/17/2018,Yes,37.00,4.00,9.00,0.44,0.00,0.00,0.00,2.00,2.00,1.00,6.00,11.00,0.55,3.00,2.00,5.00,3.00,3.00,4.00,0.00,0.00,0.00,10.00,4.00
Anthony Gaines,f7964398-11c7-4287-9578-2698d6240e00,Maryland,2/19/2018,Yes,38.00,2.00,5.00,0.40,1.00,3.00,0.33,1.00,2.00,0.50,4.00,10.00,0.40,1.00,3.00,4.00,3.00,2.00,5.00,0.00,0.00,2.00,6.00,4.00
Anthony Gaines,f7964398-11c7-4287-9578-2698d6240e00,Wisconsin,2/22/2018,Yes,31.00,3.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,1.00,1.00,3.00,4.00,3.00,3.00,1.00,1.00,0.00,0.00,6.00,4.00
Anthony Gaines,f7964398-11c7-4287-9578-2698d6240e00,Iowa,2/25/2018,Yes,40.00,4.00,11.00,0.36,1.00,4.00,0.25,0.00,0.00,0.00,5.00,15.00,0.33,0.00,2.00,2.00,3.00,1.00,6.00,3.00,0.00,0.00,9.00,4.00
Anthony Gaines,f7964398-11c7-4287-9578-2698d6240e00,Penn State,3/1/2018,Yes,28.00,2.00,7.00,0.29,2.00,4.00,0.50,0.00,0.00,0.00,4.00,11.00,0.36,0.00,1.00,1.00,3.00,2.00,1.00,2.00,0.00,0.00,6.00,4.00
Anthony Gaines,f7964398-11c7-4287-9578-2698d6240e00,Total,NULL,NULL,596.00,42.00,112.00,0.38,8.00,1.00,0.24,37.00,47.00,0.79,87.00,160.00,0.54,24.00,57.00,81.00,3.00,52.00,37.00,29.00,4.00,17.00,129.00,4.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Loyola (Md.),11/10/2017,NULL,14.00,1.00,2.00,0.50,0.00,0.00,0.00,2.00,2.00,1.00,3.00,4.00,0.75,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,4.00,4.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Saint Peter's,11/13/2017,NULL,4.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,2.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Creighton,11/15/2017,NULL,5.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,La Salle,11/18/2017,NULL,3.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Texas Tech,11/19/2017,NULL,5.00,1.00,2.00,0.50,1.00,2.00,0.50,0.00,0.00,0.00,2.00,4.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,1.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Sacred Heart,11/24/2017,NULL,7.00,0.00,1.00,0.00,0.00,1.00,0.00,4.00,4.00,1.00,4.00,6.00,0.67,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,4.00,2.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Georgia Tech,11/28/2017,NULL,3.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Illinois,12/1/2017,NULL,7.00,1.00,2.00,0.50,0.00,0.00,0.00,3.00,4.00,0.75,4.00,6.00,0.67,0.00,2.00,2.00,1.00,1.00,0.00,0.00,0.00,1.00,5.00,2.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Purdue,12/3/2017,NULL,17.00,4.00,8.00,0.50,1.00,2.00,0.50,0.00,0.00,0.00,5.00,10.00,0.50,0.00,1.00,1.00,1.00,3.00,2.00,0.00,0.00,0.00,9.00,3.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Chicago State,12/11/2017,NULL,17.00,1.00,4.00,0.25,0.00,1.00,0.00,5.00,6.00,0.83,6.00,11.00,0.55,0.00,1.00,1.00,1.00,5.00,3.00,2.00,0.00,0.00,7.00,3.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Valparaiso,12/14/2017,NULL,11.00,1.00,1.00,1.00,0.00,0.00,0.00,2.00,2.00,1.00,3.00,3.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,4.00,3.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,DePaul,12/16/2017,NULL,11.00,3.00,4.00,0.75,1.00,1.00,1.00,0.00,0.00,0.00,4.00,5.00,0.80,1.00,1.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,7.00,4.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Lewis,12/19/2017,NULL,24.00,2.00,6.00,0.33,0.00,2.00,0.00,2.00,2.00,1.00,4.00,10.00,0.40,1.00,3.00,4.00,1.00,4.00,6.00,2.00,0.00,1.00,6.00,4.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Oklahoma,12/22/2017,NULL,18.00,3.00,3.00,1.00,0.00,0.00,0.00,4.00,5.00,0.80,7.00,8.00,0.88,0.00,0.00,0.00,1.00,3.00,2.00,4.00,0.00,1.00,10.00,4.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Brown,12/30/2017,NULL,17.00,2.00,5.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5.00,0.40,0.00,4.00,4.00,1.00,0.00,3.00,1.00,0.00,0.00,4.00,4.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Nebraska,1/2/2018,NULL,12.00,1.00,3.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.33,0.00,0.00,0.00,1.00,1.00,2.00,1.00,0.00,0.00,2.00,4.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Penn State,1/5/2018,NULL,8.00,1.00,3.00,0.33,0.00,1.00,0.00,0.00,0.00,0.00,1.00,4.00,0.25,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,4.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Indiana,1/14/2018,NULL,4.00,3.00,3.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,6.00,6.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,9.00,4.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Maryland,2/10/2018,NULL,3.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Rutgers,2/13/2018,NULL,9.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00,1.00,0.00,4.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Michigan State,2/17/2018,NULL,12.00,2.00,5.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5.00,0.40,1.00,1.00,2.00,1.00,2.00,0.00,1.00,0.00,0.00,4.00,4.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Maryland,2/19/2018,NULL,16.00,3.00,6.00,0.50,1.00,4.00,0.25,4.00,4.00,1.00,8.00,14.00,0.57,0.00,1.00,1.00,1.00,3.00,3.00,1.00,0.00,1.00,11.00,4.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Wisconsin,2/22/2018,NULL,8.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,0.00,0.00,1.00,0.00,4.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Iowa,2/25/2018,NULL,33.00,3.00,14.00,0.21,1.00,6.00,0.17,0.00,0.00,0.00,4.00,20.00,0.20,0.00,0.00,0.00,1.00,4.00,3.00,2.00,0.00,0.00,7.00,4.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Penn State,3/1/2018,NULL,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,0.00,0.00,0.00,4.00
Isiah Brown,0c25034b-847c-44f5-b0cd-6a419ddd47ce,Total,NULL,NULL,270.00,32.00,81.00,0.40,7.00,26.00,0.27,27.00,32.00,0.87,66.00,139.00,0.47,5.00,17.00,22.00,1.00,38.00,30.00,25.00,0.00,9.00,98.00,4.00
Rapolas Ivanauskas,8cb2f892-96bd-41d8-975b-1bec26b45893,La Salle,11/18/2017,NULL,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Rapolas Ivanauskas,8cb2f892-96bd-41d8-975b-1bec26b45893,Texas Tech,11/19/2017,NULL,6.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Rapolas Ivanauskas,8cb2f892-96bd-41d8-975b-1bec26b45893,Sacred Heart,11/24/2017,NULL,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
Rapolas Ivanauskas,8cb2f892-96bd-41d8-975b-1bec26b45893,Total,NULL,NULL,11.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,2.00,0.00,0.00,3.00,3.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Loyola (Md.),11/10/2017,Yes,35.00,9.00,20.00,0.45,4.00,11.00,0.36,4.00,8.00,0.50,17.00,39.00,0.44,1.00,8.00,9.00,9.00,2.00,0.00,0.00,1.00,1.00,26.00,26.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Saint Peter's,11/13/2017,Yes,29.00,3.00,5.00,0.60,2.00,4.00,0.50,4.00,4.00,1.00,9.00,13.00,0.69,0.00,3.00,3.00,6.00,4.00,6.00,0.00,0.00,0.00,12.00,19.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Creighton,11/15/2017,Yes,22.00,3.00,8.00,0.38,2.00,7.00,0.29,2.00,2.00,1.00,7.00,17.00,0.41,0.00,3.00,3.00,5.00,4.00,1.00,0.00,0.00,1.00,10.00,16.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,La Salle,11/18/2017,Yes,34.00,8.00,12.00,0.67,4.00,7.00,0.57,0.00,0.00,0.00,12.00,19.00,0.63,1.00,5.00,6.00,5.00,1.00,0.00,2.00,0.00,1.00,20.00,17.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Texas Tech,11/19/2017,Yes,33.00,5.00,14.00,0.36,3.00,8.00,0.38,7.00,8.00,0.88,15.00,30.00,0.50,1.00,1.00,2.00,5.00,3.00,1.00,1.00,0.00,1.00,20.00,18.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Sacred Heart,11/24/2017,Yes,32.00,7.00,15.00,0.47,3.00,8.00,0.38,2.00,2.00,1.00,12.00,25.00,0.48,0.00,6.00,6.00,5.00,0.00,4.00,1.00,0.00,0.00,19.00,18.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Georgia Tech,11/28/2017,Yes,23.00,0.00,8.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,4.00,3.00,1.00,2.00,1.00,0.00,0.00,15.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Illinois,12/1/2017,NULL,39.00,6.00,17.00,0.35,3.00,7.00,0.43,7.00,8.00,0.88,16.00,32.00,0.50,1.00,2.00,3.00,4.00,3.00,1.00,3.00,0.00,2.00,22.00,16.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Purdue,12/3/2017,Yes,29.00,8.00,17.00,0.47,1.00,6.00,0.17,0.00,0.00,0.00,9.00,23.00,0.39,2.00,2.00,4.00,4.00,3.00,0.00,2.00,2.00,0.00,17.00,16.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Chicago State,12/11/2017,Yes,23.00,4.00,8.00,0.50,3.00,7.00,0.43,1.00,2.00,0.50,8.00,17.00,0.47,2.00,1.00,3.00,4.00,1.00,3.00,0.00,2.00,0.00,12.00,16.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Valparaiso,12/14/2017,Yes,29.00,5.00,10.00,0.50,2.00,5.00,0.40,1.00,2.00,0.50,8.00,17.00,0.47,0.00,1.00,1.00,4.00,0.00,3.00,0.00,0.00,1.00,13.00,16.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,DePaul,12/16/2017,Yes,31.00,9.00,19.00,0.47,7.00,13.00,0.54,0.00,0.00,0.00,16.00,32.00,0.50,1.00,7.00,8.00,4.00,4.00,1.00,1.00,1.00,1.00,25.00,16.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Lewis,12/19/2017,Yes,19.00,3.00,7.00,0.43,1.00,4.00,0.25,2.00,2.00,1.00,6.00,13.00,0.46,1.00,2.00,3.00,4.00,3.00,1.00,1.00,0.00,1.00,9.00,16.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Oklahoma,12/22/2017,Yes,26.00,1.00,12.00,0.08,0.00,8.00,0.00,0.00,1.00,0.00,1.00,21.00,0.05,0.00,3.00,3.00,4.00,4.00,3.00,2.00,0.00,0.00,2.00,15.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Brown,12/30/2017,Yes,26.00,4.00,9.00,0.44,0.00,2.00,0.00,6.00,7.00,0.86,10.00,18.00,0.56,0.00,4.00,4.00,4.00,3.00,3.00,0.00,0.00,1.00,14.00,15.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Nebraska,1/2/2018,Yes,35.00,4.00,14.00,0.29,2.00,6.00,0.33,2.00,2.00,1.00,8.00,22.00,0.36,0.00,2.00,2.00,4.00,3.00,4.00,3.00,1.00,0.00,12.00,15.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Penn State,1/5/2018,Yes,34.00,3.00,17.00,0.18,3.00,11.00,0.27,0.00,0.00,0.00,6.00,28.00,0.21,0.00,4.00,4.00,4.00,1.00,1.00,4.00,1.00,1.00,9.00,14.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Minnesota,1/10/2018,Yes,28.00,8.00,14.00,0.57,3.00,7.00,0.43,3.00,3.00,1.00,14.00,24.00,0.58,0.00,0.00,0.00,4.00,3.00,0.00,1.00,2.00,0.00,22.00,15.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Indiana,1/14/2018,Yes,34.00,1.00,15.00,0.07,0.00,7.00,0.00,0.00,0.00,0.00,1.00,22.00,0.05,1.00,3.00,4.00,4.00,1.00,1.00,4.00,1.00,1.00,2.00,14.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Ohio State,1/17/2018,Yes,38.00,6.00,13.00,0.46,1.00,5.00,0.20,0.00,0.00,0.00,7.00,18.00,0.39,0.00,3.00,3.00,4.00,3.00,3.00,2.00,1.00,0.00,13.00,14.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Penn State,1/20/2018,Yes,30.00,6.00,16.00,0.38,1.00,6.00,0.17,0.00,0.00,0.00,7.00,22.00,0.32,3.00,2.00,5.00,4.00,4.00,2.00,1.00,0.00,1.00,13.00,14.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Minnesota,1/23/2018,Yes,34.00,6.00,16.00,0.38,1.00,6.00,0.17,2.00,2.00,1.00,9.00,24.00,0.38,1.00,2.00,3.00,4.00,0.00,1.00,1.00,0.00,0.00,15.00,14.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Michigan,1/29/2018,Yes,37.00,5.00,11.00,0.46,2.00,5.00,0.40,3.00,3.00,1.00,10.00,19.00,0.53,0.00,2.00,2.00,4.00,4.00,1.00,3.00,0.00,0.00,15.00,14.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Wisconsin,2/1/2018,Yes,36.00,4.00,12.00,0.33,2.00,5.00,0.40,4.00,4.00,1.00,10.00,21.00,0.48,1.00,3.00,4.00,4.00,1.00,1.00,2.00,0.00,0.00,14.00,14.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Michigan,2/6/2018,Yes,36.00,6.00,13.00,0.46,4.00,6.00,0.67,3.00,4.00,0.75,13.00,23.00,0.57,1.00,6.00,7.00,4.00,3.00,1.00,0.00,0.00,1.00,19.00,14.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Maryland,2/10/2018,Yes,34.00,8.00,20.00,0.40,4.00,10.00,0.40,0.00,0.00,0.00,12.00,30.00,0.40,2.00,3.00,5.00,4.00,2.00,3.00,2.00,0.00,0.00,20.00,14.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Rutgers,2/13/2018,Yes,38.00,7.00,20.00,0.35,3.00,8.00,0.38,2.00,3.00,0.67,12.00,31.00,0.39,0.00,4.00,4.00,4.00,2.00,3.00,4.00,0.00,0.00,19.00,15.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Michigan State,2/17/2018,Yes,31.00,2.00,7.00,0.29,2.00,5.00,0.40,0.00,0.00,0.00,4.00,12.00,0.33,0.00,5.00,5.00,4.00,2.00,2.00,1.00,0.00,1.00,6.00,14.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Maryland,2/19/2018,Yes,36.00,6.00,12.00,0.50,3.00,5.00,0.60,0.00,0.00,0.00,9.00,17.00,0.53,1.00,1.00,2.00,4.00,4.00,2.00,6.00,0.00,0.00,15.00,14.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Wisconsin,2/22/2018,Yes,40.00,8.00,16.00,0.50,2.00,6.00,0.33,8.00,9.00,0.89,18.00,31.00,0.58,2.00,1.00,3.00,4.00,4.00,0.00,2.00,0.00,0.00,26.00,15.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Iowa,2/25/2018,Yes,40.00,10.00,14.00,0.71,9.00,11.00,0.82,3.00,4.00,0.75,22.00,29.00,0.76,1.00,3.00,4.00,4.00,2.00,0.00,0.00,0.00,0.00,32.00,15.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Penn State,3/1/2018,Yes,35.00,4.00,13.00,0.31,2.00,7.00,0.29,2.00,2.00,1.00,8.00,22.00,0.36,1.00,7.00,8.00,4.00,5.00,1.00,1.00,1.00,0.00,12.00,15.00
Scottie Lindsey,dcc452c9-253d-4427-8f11-6fc89cfcd197,Total,NULL,NULL,1026.00,169.00,424.00,0.40,79.00,218.00,0.36,68.00,82.00,0.83,316.00,724.00,0.44,24.00,99.00,123.00,4.00,82.00,54.00,52.00,14.00,15.00,485.00,15.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Loyola (Md.),11/10/2017,NULL,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Saint Peter's,11/13/2017,NULL,10.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Creighton,11/15/2017,NULL,2.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,La Salle,11/18/2017,NULL,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Texas Tech,11/19/2017,NULL,8.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Sacred Heart,11/24/2017,NULL,7.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Georgia Tech,11/28/2017,NULL,18.00,1.00,2.00,0.50,1.00,2.00,0.50,0.00,0.00,0.00,2.00,4.00,0.50,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,3.00,0.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Illinois,12/1/2017,Yes,14.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00,3.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Purdue,12/3/2017,NULL,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Chicago State,12/11/2017,NULL,22.00,1.00,3.00,0.33,0.00,2.00,0.00,0.00,0.00,0.00,1.00,5.00,0.20,0.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,3.00,2.00,1.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Valparaiso,12/14/2017,NULL,11.00,2.00,5.00,0.40,1.00,2.00,0.50,0.00,0.00,0.00,3.00,7.00,0.43,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,5.00,1.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,DePaul,12/16/2017,NULL,16.00,2.00,3.00,0.67,1.00,2.00,0.50,0.00,0.00,0.00,3.00,5.00,0.60,1.00,3.00,4.00,1.00,2.00,1.00,1.00,0.00,1.00,5.00,1.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Lewis,12/19/2017,Yes,24.00,0.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,4.00,4.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00,1.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Oklahoma,12/22/2017,Yes,31.00,3.00,6.00,0.50,2.00,5.00,0.40,3.00,4.00,0.75,8.00,15.00,0.53,0.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,2.00,11.00,2.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Brown,12/30/2017,NULL,20.00,2.00,6.00,0.33,1.00,3.00,0.33,0.00,0.00,0.00,3.00,9.00,0.33,0.00,4.00,4.00,1.00,3.00,2.00,2.00,0.00,1.00,5.00,2.00
Jordan Ash,facc5bd9-2b6a-4d39-b6fe-a3f5a82d9379,Nebraska,1/2/2018,Yes,28.00,1.00,4.00,0.25,0.00,3.00,0.00,0.00,0.00,0.00,1.00,7.00,0.14,0.00,2.00,2.00,1.00,2.00,1.00,1.00,0.00,2.00,2.00,2.00
