Player_ID,Opponent,Date,Start?,min,FGM,FGA,pct,3FG,3FGA,pct,FTM,FTA,pct,combo_shots_made,combo_shots_attempt,combo_shots_percent,off,def,tot,avg,pf,AST,T/O,BLK,STl,PTS,avg
f7964398-11c7-4287-9578-2698d6240e00,Indiana,1/14/18,NULL,14,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,4
f7964398-11c7-4287-9578-2698d6240e00,Ohio State,1/17/18,NULL,20,3,5,0.6,2,4,0.5,2,4,0.5,7,13,0.54,0,0,0,2,1,1,0,0,3,10,4
f7964398-11c7-4287-9578-2698d6240e00,Penn State,1/20/18,NULL,26,2,4,0.5,0,0,0,2,2,1,4,6,0.67,2,1,3,2,4,2,1,1,1,6,4
f7964398-11c7-4287-9578-2698d6240e00,Minnesota,1/23/18,NULL,15,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,1,2,0,0,0,4
f7964398-11c7-4287-9578-2698d6240e00,Michigan,1/29/18,NULL,10,0,0,0,0,0,0,0,0,0,0,0,NULL,0,2,2,2,0,0,1,0,0,0,4
f7964398-11c7-4287-9578-2698d6240e00,Wisconsin,2/1/18,NULL,8,0,1,0,0,1,0,0,0,0,0,2,0,0,3,3,2,1,0,1,0,0,0,3
f7964398-11c7-4287-9578-2698d6240e00,Michigan,2/6/18,NULL,4,0,2,0,0,2,0,0,0,0,0,4,0,0,1,1,2,0,0,0,0,0,0,3
f7964398-11c7-4287-9578-2698d6240e00,Maryland,2/10/18,NULL,17,0,1,0,0,1,0,4,4,1,4,6,0.67,1,3,4,2,2,0,3,0,0,4,3
f7964398-11c7-4287-9578-2698d6240e00,Rutgers,2/13/18,NULL,30,2,3,0.67,1,1,1,1,2,0.5,4,6,0.67,0,2,2,2,3,1,0,1,1,6,3
f7964398-11c7-4287-9578-2698d6240e00,Michigan State,2/17/18,Yes,37,4,9,0.44,0,0,0,2,2,1,6,11,0.55,3,2,5,3,3,4,0,0,0,10,4
f7964398-11c7-4287-9578-2698d6240e00,Maryland,2/19/18,Yes,38,2,5,0.4,1,3,0.33,1,2,0.5,4,10,0.4,1,3,4,3,2,5,0,0,2,6,4
f7964398-11c7-4287-9578-2698d6240e00,Wisconsin,2/22/18,Yes,31,3,3,1,0,0,0,0,0,0,3,3,1,1,3,4,3,3,1,1,0,0,6,4
f7964398-11c7-4287-9578-2698d6240e00,Iowa,2/25/18,Yes,40,4,11,0.36,1,4,0.25,0,0,0,5,15,0.33,0,2,2,3,1,6,3,0,0,9,4
