id,date,jersey,average_duration,total_player_load,average_player_load,peak_player_load,player_load_per_minute
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/15/16,4,0:12:39,473.38205,78.89701,4.28996,6.22878
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/16/16,4,0:13:21,1219.16879,71.71581,5.32829,5.37081
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/19/16,4,0:11:59,650.37159,54.19763,4.64272,4.52066
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/20/16,4,0:09:02,738.7359,46.17099,3.73015,5.10412
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/21/16,4,0:11:41,789.79753,46.45868,4.69937,3.97116
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/22/16,4,0:12:19,940.86602,78.4055,4.43659,6.35863
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/24/16,4,0:07:38,655.6517,40.97823,4.54478,5.36051
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/25/16,4,0:13:18,1017.68763,78.28366,4.95678,5.88372
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/27/16,4,0:10:13,822.6563,54.84375,4.04897,5.36457
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/28/16,4,0:12:50,962.83152,74.06396,8.89784,5.76548
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/30/16,4,0:09:01,646.5629,53.88024,4.01797,5.96699
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/1/16,4,0:10:19,694.19784,57.84982,4.1333,5.60394
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/2/16,4,0:07:24,579.03688,38.60246,3.98821,5.21327
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/3/16,4,0:13:27,1067.30803,82.10062,6.54734,6.09897
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/6/16,4,0:09:05,751.25748,53.66125,4.9611,5.90045
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/7/16,4,0:08:53,597.08376,49.75698,3.59967,5.60055
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/9/16,4,0:08:46,891.70524,52.45325,5.64821,5.97819
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/10/16,4,0:07:03,655.94753,36.44153,4.38826,5.15936
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/11/16,4,0:13:12,937.99662,72.15359,6.26345,5.4593
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/13/16,4,0:06:21,721.87284,36.09364,4.52906,5.68367
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/14/16,4,0:12:59,1028.72849,79.13296,5.29399,6.08717
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/15/16,4,0:19:25,487.28343,81.21391,4.53396,4.18088
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/16/16,4,0:05:42,501.2673,31.32921,3.9866,5.48135
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/17/16,4,0:16:33,773.03075,85.89231,5.28661,5.18816
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/19/16,4,0:07:54,725.85541,48.39036,4.49103,6.11955
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/20/16,4,0:12:46,806.40853,62.03143,4.31346,4.8579
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/21/16,4,0:16:18,610.15779,87.1654,3.80943,5.34534
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/22/16,4,0:13:41,1089.97773,83.84444,7.23337,6.12349
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/25/16,4,0:10:10,914.32971,60.95531,4.6548,5.99136
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/26/16,4,0:08:15,888.59384,46.7681,4.33848,5.66545
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/27/16,4,0:13:55,911.25125,70.09625,5.8209,5.03455
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/28/16,4,0:17:50,381.65962,54.5228,2.7694,3.05477
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/29/16,4,0:08:35,657.74761,46.98197,3.44012,5.46419
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/30/16,4,0:10:56,1378.41015,65.63858,6.57875,6.00175
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/1/17,4,0:10:34,641.50191,71.27799,5.5881,6.73768
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/2/17,4,0:10:32,1009.43165,63.08948,5.08271,5.98948
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/3/17,4,0:09:32,838.33422,52.39589,4.58691,5.48895
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/4/17,4,0:08:52,797.11789,49.81987,3.86453,5.6166
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/5/17,4,0:12:27,986.63154,75.89473,6.31248,6.09034
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/7/17,4,0:11:08,441.44608,63.06373,3.50269,5.65963
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/8/17,4,0:12:41,918.54662,70.65743,4.64757,5.56697
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/10/17,4,0:08:12,644.86938,49.60534,4.03942,6.0481
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/11/17,4,0:09:29,22.71374,1.62241,0.20492,0.17089
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/12/17,4,0:12:08,1398.6623,73.61381,9.57164,6.06184
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/14/17,4,0:07:48,616.17748,38.51109,4.68613,4.93454
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/15/17,4,0:11:25,1212.96133,60.64807,6.55534,5.30508
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/17/17,4,0:08:38,661.4563,47.24688,6.89213,5.47142
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/18/17,4,0:12:09,733.56735,61.13061,4.28337,5.02647
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/20/17,4,0:10:22,766.40375,47.90023,4.40116,4.6144
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/21/17,4,0:07:44,689.89226,38.32735,4.73107,4.95164
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/22/17,4,0:13:18,972.11975,74.77844,5.20682,5.61921
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/24/17,4,0:09:16,711.38361,47.42557,3.88604,5.10963
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/25/17,4,0:10:41,824.17281,58.86949,4.19413,5.50482
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/26/17,4,0:13:36,1128.3309,86.79468,6.90854,6.37477
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/28/17,4,0:08:17,720.50144,45.03134,3.70524,5.43127
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/29/17,4,0:13:09,1059.63342,81.51026,6.47294,6.1967
bc83f44d-fdf4-42a7-a23b-565de107bb9c,1/31/17,4,0:09:14,658.54842,47.03917,4.65228,5.09073
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/1/17,4,0:12:40,497.05421,62.13178,3.61925,4.90357
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/3/17,4,0:09:33,631.57823,57.4162,4.08709,6.01113
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/4/17,4,0:10:06,777.8889,59.83761,3.55502,5.92284
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/5/17,4,0:09:44,719.46546,51.39039,3.74735,5.27431
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/6/17,4,0:06:48,623.68995,44.54928,4.08775,6.53655
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/7/17,4,0:13:36,1120.11328,86.16256,10.06902,6.32834
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/8/17,4,0:57:54,330.61215,330.61215,3.76233,5.70904
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/10/17,4,0:12:16,381.46694,54.49528,5.09701,4.43934
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/11/17,4,0:11:02,665.10523,51.16194,4.28928,4.63532
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/12/17,4,0:11:59,968.15084,74.47314,5.57576,6.20612
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/15/17,4,0:13:41,1035.94984,79.68845,5.49105,5.81996
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/17/17,4,0:09:36,667.58334,51.35256,4.3066,5.34748
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/18/17,4,0:13:05,866.56658,66.65897,5.97186,5.09247
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/20/17,4,0:07:32,715.77475,42.1044,4.01126,5.57749
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/21/17,4,0:14:03,987.32952,61.7081,12.54369,4.38815
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/23/17,4,0:12:04,908.02736,75.66895,5.41001,6.26447
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/24/17,4,0:10:02,657.00152,59.72741,4.9606,5.94596
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/25/17,4,0:13:19,1365.13993,80.30235,12.90638,6.02935
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/27/17,4,0:11:23,827.90877,63.68529,5.16951,5.58797
bc83f44d-fdf4-42a7-a23b-565de107bb9c,2/28/17,4,0:10:24,739.00083,52.78577,4.60562,5.0704
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/1/17,4,0:13:13,1046.33741,80.48749,7.12128,6.08337
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/3/17,4,0:09:37,698.32637,49.88046,6.05819,5.18553
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/4/17,4,0:07:53,649.65628,43.31042,4.06048,5.4938
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/5/17,4,0:13:07,1031.4594,79.34303,4.88077,6.0455
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/7/17,4,2:30:00,447.20718,447.20718,8.30545,2.98138
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/8/17,4,0:07:08,756.92285,44.52487,4.83167,6.22989
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/9/17,4,0:10:54,950.85822,55.93284,6.06299,5.12502
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/10/17,4,0:10:24,745.51818,62.12652,7.17981,5.96415
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/11/17,4,0:08:59,674.84067,56.23672,4.42548,6.24853
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/13/17,4,0:18:42,533.76532,76.25219,5.09416,4.07456
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/14/17,4,0:11:16,703.08458,63.91678,3.84418,5.67008
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/15/17,4,0:09:24,451.88594,41.08054,3.37279,4.3661
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/16/17,4,0:10:39,844.38089,70.36507,8.00928,6.59673
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/17/17,4,0:13:04,449.48425,64.21204,3.2511,4.91245
bc83f44d-fdf4-42a7-a23b-565de107bb9c,3/18/17,4,0:12:16,1060.92677,81.60975,4.89942,6.65159
bc83f44d-fdf4-42a7-a23b-565de107bb9c,4/18/17,4,2:35:50,440.67911,440.67911,3.97307,2.82789
bc83f44d-fdf4-42a7-a23b-565de107bb9c,4/20/17,4,1:47:49,418.0369,418.0369,5.98028,3.87729
bc83f44d-fdf4-42a7-a23b-565de107bb9c,4/24/17,4,2:13:08,379.26886,379.26886,4.1288,2.84879
bc83f44d-fdf4-42a7-a23b-565de107bb9c,4/27/17,4,1:33:18,449.81586,449.81586,5.2449,4.82118
bc83f44d-fdf4-42a7-a23b-565de107bb9c,5/2/17,4,0:52:02,337.55472,337.55472,4.69549,6.48728
bc83f44d-fdf4-42a7-a23b-565de107bb9c,5/9/17,4,3:07:25,458.23587,458.23587,7.45453,2.44501
bc83f44d-fdf4-42a7-a23b-565de107bb9c,5/11/17,4,6:35:18,559.36151,559.36151,4.79752,1.41503
bc83f44d-fdf4-42a7-a23b-565de107bb9c,5/18/17,4,5:01:19,673.177,673.177,5.24855,2.23412
bc83f44d-fdf4-42a7-a23b-565de107bb9c,5/23/17,4,2:34:40,375.47205,375.47205,4.04759,2.42762
bc83f44d-fdf4-42a7-a23b-565de107bb9c,5/25/17,4,1:59:05,599.78363,599.78363,4.0783,5.03667
bc83f44d-fdf4-42a7-a23b-565de107bb9c,6/20/17,4,0:09:58,727.58567,55.96813,6.3393,5.61256
bc83f44d-fdf4-42a7-a23b-565de107bb9c,6/22/17,4,0:12:42,499.68649,62.46081,4.02994,4.91628
bc83f44d-fdf4-42a7-a23b-565de107bb9c,6/26/17,4,0:12:25,560.82662,62.31407,4.4875,5.01417
bc83f44d-fdf4-42a7-a23b-565de107bb9c,6/27/17,4,0:13:26,682.92223,75.88025,4.73674,5.6463
bc83f44d-fdf4-42a7-a23b-565de107bb9c,6/29/17,4,0:17:26,630.77267,90.11038,4.18999,5.16572
bc83f44d-fdf4-42a7-a23b-565de107bb9c,6/30/17,4,0:13:35,467.75988,66.82284,4.35351,4.91558
bc83f44d-fdf4-42a7-a23b-565de107bb9c,7/6/17,4,0:13:53,678.41464,75.3794,5.05006,5.429
bc83f44d-fdf4-42a7-a23b-565de107bb9c,7/11/17,4,0:09:23,434.93504,54.36688,6.58269,5.78794
bc83f44d-fdf4-42a7-a23b-565de107bb9c,7/17/17,4,0:13:23,787.41669,78.74167,4.69983,5.88063
bc83f44d-fdf4-42a7-a23b-565de107bb9c,7/18/17,4,0:21:13,708.8363,101.26233,5.3568,4.77174
bc83f44d-fdf4-42a7-a23b-565de107bb9c,7/24/17,4,0:10:56,442.09542,40.19049,3.73852,3.6738
bc83f44d-fdf4-42a7-a23b-565de107bb9c,7/25/17,4,0:13:19,635.79873,57.79988,4.15093,4.33602
bc83f44d-fdf4-42a7-a23b-565de107bb9c,9/15/17,4,0:13:51,756.55257,68.77751,4.48018,4.96081
bc83f44d-fdf4-42a7-a23b-565de107bb9c,9/19/17,4,0:08:33,494.13427,54.90381,4.67142,6.41147
bc83f44d-fdf4-42a7-a23b-565de107bb9c,9/20/17,4,0:09:07,624.18674,52.01556,4.11324,5.70206
bc83f44d-fdf4-42a7-a23b-565de107bb9c,9/27/17,4,0:13:51,737.19376,73.71938,4.18491,5.31771
bc83f44d-fdf4-42a7-a23b-565de107bb9c,9/29/17,4,0:13:06,875.4652,72.95543,4.55477,5.56837
bc83f44d-fdf4-42a7-a23b-565de107bb9c,9/30/17,4,0:15:03,1041.23353,80.09489,4.6417,5.32094
bc83f44d-fdf4-42a7-a23b-565de107bb9c,10/2/17,4,0:12:36,811.09428,81.10943,5.53027,6.43308
bc83f44d-fdf4-42a7-a23b-565de107bb9c,10/3/17,4,0:12:28,440.97213,44.09721,4.19178,3.53312
bc83f44d-fdf4-42a7-a23b-565de107bb9c,10/9/17,4,0:14:55,748.04659,62.33722,4.2895,4.17601
bc83f44d-fdf4-42a7-a23b-565de107bb9c,10/10/17,4,0:13:27,580.82285,52.80208,4.08276,3.92316
bc83f44d-fdf4-42a7-a23b-565de107bb9c,10/12/17,4,0:17:18,1118.34937,111.83494,9.92525,6.45904
bc83f44d-fdf4-42a7-a23b-565de107bb9c,10/13/17,4,0:15:20,781.01189,97.62649,5.45209,6.36048
bc83f44d-fdf4-42a7-a23b-565de107bb9c,10/16/17,4,0:10:38,563.42032,70.42754,5.50044,6.61563
bc83f44d-fdf4-42a7-a23b-565de107bb9c,10/17/17,4,0:11:35,1049.1877,80.70675,5.62914,6.95914
bc83f44d-fdf4-42a7-a23b-565de107bb9c,10/18/17,4,0:08:51,423.05464,52.88183,4.68693,5.96727
bc83f44d-fdf4-42a7-a23b-565de107bb9c,10/21/17,4,0:16:44,724.74559,90.5932,5.0726,5.41345
bc83f44d-fdf4-42a7-a23b-565de107bb9c,10/23/17,4,0:16:39,771.1222,77.11222,5.21589,4.62827
bc83f44d-fdf4-42a7-a23b-565de107bb9c,10/31/17,4,0:15:26,569.89407,71.23676,4.93095,4.61545
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/1/17,4,0:20:11,868.07454,86.80745,4.02356,4.29927
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/4/17,4,0:18:01,841.43528,93.49281,3.98656,5.18508
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/7/17,4,0:10:39,816.53763,54.43584,4.46706,5.10752
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/8/17,4,0:13:52,811.36695,73.76063,3.94482,5.3155
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/9/17,4,0:34:57,137.22972,137.22972,3.16215,3.92526
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/11/17,4,0:13:01,360.94359,60.15727,4.51423,4.61909
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/12/17,4,0:12:54,778.00237,59.84634,4.47207,4.638
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/13/17,4,0:11:58,813.63432,62.58726,5.05727,5.22342
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/15/17,4,0:13:42,1129.84954,86.9115,6.29314,6.34035
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/17/17,4,0:13:28,673.45888,67.34589,5.80966,4.99696
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/18/17,4,0:10:14,765.72038,63.81003,6.26147,6.2279
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/19/17,4,0:11:44,848.74728,77.15884,5.39158,6.57179
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/21/17,4,0:19:03,1415.65124,101.11795,11.89041,5.30767
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/22/17,4,0:21:56,1232.95601,102.74633,5.66914,4.68348
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/23/17,4,0:14:27,766.72251,69.70205,5.72924,4.81901
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/24/17,4,0:10:53,1235.07661,68.61537,6.11685,6.3002
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/26/17,4,0:16:12,525.05506,75.00787,3.92469,4.62792
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/27/17,4,0:18:41,795.64124,79.56412,4.2593,4.2559
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/28/17,4,0:11:42,1286.17885,75.65758,7.19145,6.46213
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/29/17,4,0:22:38,353.90852,88.47713,4.37645,3.90739
bc83f44d-fdf4-42a7-a23b-565de107bb9c,11/30/17,4,0:14:07,902.96033,69.45849,4.40394,4.92008
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/1/17,4,0:13:07,1198.43954,85.60282,5.92575,6.51857
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/3/17,4,0:12:58,904.45071,69.57313,4.96424,5.36289
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/8/17,4,0:20:28,753.14747,125.52458,4.36815,6.12866
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/9/17,4,0:08:50,767.92713,63.99393,5.69145,7.24332
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/10/17,4,0:13:37,739.08956,82.12106,3.90526,6.02818
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/11/17,4,0:13:32,1172.10367,65.11687,6.04427,4.81126
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/12/17,4,0:13:02,857.36127,77.94193,4.87294,5.9802
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/13/17,4,0:09:29,526.90889,65.86361,4.43503,6.93634
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/14/17,4,0:36:19,1423.79918,177.9749,6.33254,4.89975
bc83f44d-fdf4-42a7-a23b-565de107bb9c,12/16/17,4,4:28:28,828.64484,828.64484,6.53719,3.08658
