id,date,total_player_load
0313794b-101c-4708-ba1c-abb967de4325,1/14/16,482.48998
0313794b-101c-4708-ba1c-abb967de4325,1/15/16,387.71377
0313794b-101c-4708-ba1c-abb967de4325,1/18/16,415.60252
0313794b-101c-4708-ba1c-abb967de4325,1/21/16,528.09186
0313794b-101c-4708-ba1c-abb967de4325,1/25/16,262.5286
0313794b-101c-4708-ba1c-abb967de4325,1/26/16,556.05467
0313794b-101c-4708-ba1c-abb967de4325,1/27/16,589.05267
0313794b-101c-4708-ba1c-abb967de4325,1/30/16,400.23358
0313794b-101c-4708-ba1c-abb967de4325,2/2/16,519.22681
0313794b-101c-4708-ba1c-abb967de4325,2/7/16,621.48122
0313794b-101c-4708-ba1c-abb967de4325,2/8/16,668.92316
0313794b-101c-4708-ba1c-abb967de4325,2/9/16,393.38507
0313794b-101c-4708-ba1c-abb967de4325,2/15/16,404.42828
0313794b-101c-4708-ba1c-abb967de4325,2/16/16,421.10004
0313794b-101c-4708-ba1c-abb967de4325,2/19/16,648.78499
0313794b-101c-4708-ba1c-abb967de4325,2/20/16,645.12155
0313794b-101c-4708-ba1c-abb967de4325,2/24/16,336.056
0313794b-101c-4708-ba1c-abb967de4325,2/25/16,306.6167
0313794b-101c-4708-ba1c-abb967de4325,2/26/16,724.77771
0313794b-101c-4708-ba1c-abb967de4325,2/29/16,546.65343
0313794b-101c-4708-ba1c-abb967de4325,3/2/16,765.85028
0313794b-101c-4708-ba1c-abb967de4325,3/3/16,350.48024
0313794b-101c-4708-ba1c-abb967de4325,3/5/16,483.63243
0313794b-101c-4708-ba1c-abb967de4325,3/8/16,435.90012
0313794b-101c-4708-ba1c-abb967de4325,3/9/16,546.6827
0313794b-101c-4708-ba1c-abb967de4325,5/24/16,362.45261
0313794b-101c-4708-ba1c-abb967de4325,6/21/16,640.61151
0313794b-101c-4708-ba1c-abb967de4325,6/23/16,564.07249
0313794b-101c-4708-ba1c-abb967de4325,6/24/16,562.22365
0313794b-101c-4708-ba1c-abb967de4325,6/27/16,594.33495
0313794b-101c-4708-ba1c-abb967de4325,7/11/16,483.58225
0313794b-101c-4708-ba1c-abb967de4325,7/12/16,471.29699
0313794b-101c-4708-ba1c-abb967de4325,7/13/16,255.35296
0313794b-101c-4708-ba1c-abb967de4325,7/18/16,480.52153
0313794b-101c-4708-ba1c-abb967de4325,7/19/16,473.22306
0313794b-101c-4708-ba1c-abb967de4325,7/20/16,338.70527
0313794b-101c-4708-ba1c-abb967de4325,7/25/16,589.29731
0313794b-101c-4708-ba1c-abb967de4325,7/26/16,398.18439
0313794b-101c-4708-ba1c-abb967de4325,7/27/16,471.25101
0313794b-101c-4708-ba1c-abb967de4325,7/28/16,553.21953
0313794b-101c-4708-ba1c-abb967de4325,7/29/16,538.48004
0313794b-101c-4708-ba1c-abb967de4325,8/5/16,3
0313794b-101c-4708-ba1c-abb967de4325,9/15/16,533.57018
0313794b-101c-4708-ba1c-abb967de4325,9/16/16,593.70801
0313794b-101c-4708-ba1c-abb967de4325,9/17/16,553.91489
0313794b-101c-4708-ba1c-abb967de4325,9/19/16,536.18036
0313794b-101c-4708-ba1c-abb967de4325,9/20/16,516.27031
0313794b-101c-4708-ba1c-abb967de4325,9/22/16,659.00944
0313794b-101c-4708-ba1c-abb967de4325,9/24/16,513.53475
0313794b-101c-4708-ba1c-abb967de4325,9/26/16,526.76266
0313794b-101c-4708-ba1c-abb967de4325,9/28/16,557.95311
0313794b-101c-4708-ba1c-abb967de4325,9/30/16,908.40705
0313794b-101c-4708-ba1c-abb967de4325,10/1/16,821.47764
0313794b-101c-4708-ba1c-abb967de4325,10/3/16,795.67754
0313794b-101c-4708-ba1c-abb967de4325,10/4/16,770.08166
0313794b-101c-4708-ba1c-abb967de4325,10/6/16,769.68278
0313794b-101c-4708-ba1c-abb967de4325,10/7/16,662.12509
0313794b-101c-4708-ba1c-abb967de4325,10/10/16,757.60635
0313794b-101c-4708-ba1c-abb967de4325,10/11/16,1310.38114
0313794b-101c-4708-ba1c-abb967de4325,10/12/16,754.50692
0313794b-101c-4708-ba1c-abb967de4325,10/14/16,857.92707
0313794b-101c-4708-ba1c-abb967de4325,10/15/16,819
0313794b-101c-4708-ba1c-abb967de4325,10/17/16,570.49558
0313794b-101c-4708-ba1c-abb967de4325,10/18/16,835.61705
0313794b-101c-4708-ba1c-abb967de4325,10/20/16,691.53967
0313794b-101c-4708-ba1c-abb967de4325,10/21/16,678.70658
0313794b-101c-4708-ba1c-abb967de4325,10/22/16,685.19334
0313794b-101c-4708-ba1c-abb967de4325,10/24/16,665.31222
0313794b-101c-4708-ba1c-abb967de4325,10/25/16,778.67814
0313794b-101c-4708-ba1c-abb967de4325,10/27/16,708.67188
0313794b-101c-4708-ba1c-abb967de4325,10/28/16,525.18632
0313794b-101c-4708-ba1c-abb967de4325,10/29/16,954
0313794b-101c-4708-ba1c-abb967de4325,10/31/16,610.27369
0313794b-101c-4708-ba1c-abb967de4325,11/1/16,673.50519
0313794b-101c-4708-ba1c-abb967de4325,11/2/16,676.37958
